name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback,decision_accept
full-open_dinov3_vitb16_strict_seed0_605112,full-open,0,20000,4344,384,4,0.829670040972606,0.975828729281768,0.8333333333333334,0.024171270718231996,0.1171731123388582,5.359576427255985,0.00010890873448050534,0.00010829363697710144,2.3343446534932846,0.0,0.0,0.965106139520202,0.2708333333333333,0.7084148727984345,488,131,3719,6
