name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback,decision_accept
full-open_dinov3_vitb16_repetition_seed0_605143,full-open,0,20000,4344,384,4,0.8503939168976453,0.9755985267034991,0.75,0.024401473296500886,0.11671270718232044,5.134438305709024,3.646175162254795e-05,6.398028190179026e-05,3.4143002542844916,0.0,0.0,0.9693385679713805,0.2604166666666667,0.7084148727984345,452,159,3729,4
