name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_semantic-HARQ,decision_refine
resource-open_dinov3_vitb16_repetition_seed2_605143,resource-open,2,20000,384,384,4,0.42401827244784984,0.09114583333333333,0.0,0.9088541666666666,0.7135416666666666,0.7135416666666666,0.1644100580270793,0.0005931984785224513,1.0304527391883616,0.08695652173913043,0.0,0.5,1.0,0.0,110,170,96,8
