name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_refine,decision_semantic-HARQ,decision_accept
full-open_dinov3_torch_power_fullopen_login_seed2_login_20260617204855,full-open,2,20000,3320,1280,4,0.8602597844157887,0.9575301204819278,0.5,0.04246987951807224,0.12590361445783133,4.284036144578313,9.910311679302315e-05,7.419870488319723e-05,4.263209106323184,0.03864734299516908,0.0,0.9121191317552225,0.4244791666666667,0.7162750217580506,3182,43,91,4
