name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine
source-open_dinov3_vitb16_seed2_605094,source-open,2,20000,1588,384,4,0.7143264889320837,0.5925692695214105,0.0,0.40743073047858946,0.16120906801007556,0.163727959697733,0.0,0.00025258176476507027,2.0046124466480055,0.1414141414141414,0.0,0.9775531215393134,0.16145833333333334,0.7917917917917917,1328,247,13
