name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_accept,decision_refine
channel-open_dinov3_vitb16_repetition_seed2_605143,channel-open,2,20000,384,384,4,0.29877070380316945,0.07291666666666667,0.004219409282700422,0.9270833333333334,0.8333333333333334,0.8411458333333334,0.08093278463648834,0.00023305047098531157,1.1686291591467721,0.0,0.0,0.5,1.0,0.0,57,61,237,29
