name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ,decision_fallback
full-open_dinov3_vitb16_domain_seed0_605099,full-open,0,20000,4344,384,4,1.1290561588188963,0.9785911602209945,0.8993610223642172,0.02140883977900554,0.11855432780847146,5.370856353591161,0.006753859348198971,0.00015195297078435298,3.01866575500779,0.0,0.0,0.9668455387205387,0.2526041666666667,0.7084148727984345,626,14,3704
