name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_fallback
channel-open_clip_full_604990,channel-open,0,20000,384,640,4,0.2976760093561726,0.11979166666666667,0.08967391304347826,0.8802083333333334,0.8723958333333334,0.9583333333333334,0.300179211469534,0.0004559987888421753,0.5637239427182494,0.043478260869565216,0.0,0.5,1.0,0.0,368,16
