name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_semantic-HARQ,decision_accept,decision_fallback
channel-open_clip_vitb32_3seed_seed0_605175,channel-open,0,20000,384,640,4,0.3754719178108219,0.2265625,0.030303030303030304,0.7734375,0.765625,0.8854166666666666,0.12295869356388088,0.00030915761038355035,1.3425076644642149,0.043478260869565216,0.0,0.5,1.0,0.0,51,25,264,44
