name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,accepted_samples,correct_accepted_samples,total_bandwidth,avg_bandwidth,bandwidth_per_accepted,bandwidth_per_correct_accepted,goodput_per_bandwidth,total_resource_cost,avg_resource_cost,resource_cost_per_correct_accepted,goodput_per_resource_cost,total_power,avg_power,risk_per_joule,total_energy,avg_energy,risk_latency_product,total_latency,avg_latency,total_compute,avg_compute,total_repetitions,avg_repetitions,total_harq_refinement_rounds,avg_harq_refinement_rounds,harq_refined_sample_rate,total_harq_transmissions,avg_harq_transmissions,total_harq_full_payload_rounds,avg_harq_full_payload_rounds,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_reject/open
full-open_rorqual_clip_full_sionna_17078768,full-open,0,20000,3982,640,4,1.0277992361985213,0.9075841285786037,0.27107061503416857,0.09241587142139629,0.08061275740833752,0.34304369663485684,0.01485194467650608,439.0,320.0,4449.800000000023,1.1174786539427481,10.136218678815542,13.905625000000072,0.07191334441997356,9234.58,2.3190808638874936,28.8580625,0.03465236101696016,4782.0,1.2009040683073833,6.478141369553352e-05,15865.64999999969,3.9843420391762154,4.207885441499332,16302.60000000032,4.0940733299850125,4769.799999999937,1.1978402812656799,12807.0,3.2162230035158212,3200.0,0.8036162732295329,0.33174284279256655,7182.0,1.8036162732295329,1879.0,0.47187343043696633,0.25565042692114515,0.20718232044198895,0.0,0.0,0.9884716045951455,0.036458333333333336,0.7124709250313115,439,3543
