name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,accepted_samples,correct_accepted_samples,total_bandwidth,avg_bandwidth,bandwidth_per_accepted,bandwidth_per_correct_accepted,goodput_per_bandwidth,total_resource_cost,avg_resource_cost,resource_cost_per_correct_accepted,goodput_per_resource_cost,total_power,avg_power,risk_per_joule,total_energy,avg_energy,risk_latency_product,total_latency,avg_latency,total_compute,avg_compute,total_repetitions,avg_repetitions,total_harq_refinement_rounds,avg_harq_refinement_rounds,harq_refined_sample_rate,total_harq_transmissions,avg_harq_transmissions,total_harq_full_payload_rounds,avg_harq_full_payload_rounds,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_reject/open
closed-id-awgn-18db_17070109,closed-id,0,384,384,640,4,0.6501572942926817,0.11197916666666667,0.0,0.8880208333333334,0.6015625,0.6119791666666666,0.0,0.0,0.0,537.5999999999962,1.39999999999999,0.0,0.0,0.0,1174.6125000000002,3.0588867187500006,0.0,0.0,756.75,1.970703125,0.0003454791935239294,1881.899999999997,4.900781249999992,3.3737068349156236,1992.600000000003,5.189062500000008,686.6999999999986,1.7882812499999963,1107.0,2.8828125,723.0,1.8828125,0.640625,1107.0,2.8828125,1107.0,2.8828125,1.0,0.6119791666666666,0.43478260869565216,0.0,0.5,1.0,0.0,384
