name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,accepted_samples,correct_accepted_samples,total_bandwidth,avg_bandwidth,bandwidth_per_accepted,bandwidth_per_correct_accepted,goodput_per_bandwidth,total_resource_cost,avg_resource_cost,resource_cost_per_correct_accepted,goodput_per_resource_cost,total_power,avg_power,risk_per_joule,total_energy,avg_energy,risk_latency_product,total_latency,avg_latency,total_compute,avg_compute,total_repetitions,avg_repetitions,total_harq_refinement_rounds,avg_harq_refinement_rounds,harq_refined_sample_rate,total_harq_transmissions,avg_harq_transmissions,total_harq_full_payload_rounds,avg_harq_full_payload_rounds,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_reject/open,decision_accept
closed-id-rician-12db_17232356,closed-id,0,384,384,640,4,0.41654954441035263,0.12760416666666666,0.005714285714285714,0.8723958333333334,0.7630208333333334,0.8151041666666666,0.06728538283062645,175.0,174.0,537.5999999999962,1.39999999999999,3.071999999999978,3.089655172413771,0.3236607142857166,984.125,2.5628255208333335,5.655890804597701,0.1768068080782421,695.5,1.8111979166666667,0.0002842565472979063,1465.4000000000026,3.8161458333333402,1.6831205028830776,1551.5999999999967,4.0406249999999915,662.2000000000013,1.7244791666666701,862.0,2.2447916666666665,478.0,1.2447916666666667,0.4895833333333333,862.0,2.2447916666666665,862.0,2.2447916666666665,1.0,0.359375,0.30434782608695654,0.0,0.5,1.0,0.0,209,175
