name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_torch_selective_confirm_loose_login_seed2_login_20260617222926,full-open,2,20000,3320,1280,4,0.8300880141683954,0.9560240963855422,0.0,0.0439759036144578,0.12590361445783133,4.007831325301205,0.0,7.938867771312121e-05,3.370857411752502,0.10144927536231885,0.0,0.971401619976158,0.15104166666666666,0.7245873153779322,790,1329,1201
