name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_vitb16_calrisk_seed1_605097,full-open,1,20000,4344,384,4,3.947945049064386,0.9790515653775322,0.9762407602956705,0.02094843462246776,0.1180939226519337,5.272329650092081,0.0071633237822349575,0.000506289600793129,8.282323393447209,0.0,0.0,0.5745475589225589,0.9322916666666666,0.6568819308545335,3788,167,80,309
