name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine
resource-open_clip_full_604995,resource-open,0,20000,384,640,4,0.3367596500721137,0.13020833333333334,0.0,0.8697916666666666,0.8098958333333334,0.8567708333333334,0.0,0.0004097829764810317,0.9622205418206263,0.34782608695652173,0.0,0.5,1.0,0.0,55,316,13
