name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
resource-open_604385,resource-open,0,512,384,256,4,0.9948205816107052,0.8229166666666666,0.8229166666666666,0.17708333333333337,0.90625,5.3046875,0.059027777777777776,0.0015239285870261997,1.7906770468992637,0.0,0.0,0.5,1.0,0.0,384
