name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_vitb16_calrisk_seed2_605097,full-open,2,20000,4344,384,4,3.8555979450297277,0.9772099447513812,0.9746971736204576,0.022790055248618768,0.11970534069981584,5.3812154696132595,0.007545352384010275,0.0004930873537311521,8.22083777312506,0.0,0.0,0.5710556081649831,0.9557291666666666,0.6565557729941291,3715,163,116,350
