name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept,decision_fallback,decision_refine
full-open_dinov3_torch_selective_confirm_loose_login_seed1_login_20260617222926,full-open,1,20000,3320,1280,4,0.8180728407535122,0.9551204819277108,0.0,0.04487951807228918,0.1328313253012048,4.411746987951807,5.72737686139748e-05,7.425886994540119e-05,3.4837089827027574,0.07246376811594203,0.0,0.967605798705722,0.22135416666666666,0.7232006958034355,1254,1,1165,900
