name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_accept,decision_semantic-HARQ,decision_fallback
channel-open_clip_vitb32_3seed_seed2_605175,channel-open,2,20000,384,640,4,0.2671780151844277,0.11979166666666667,0.024734982332155476,0.8802083333333334,0.8645833333333334,0.9557291666666666,0.12813370473537605,0.00021828269214414027,0.9490385747696859,0.34782608695652173,0.0,0.5,1.0,0.0,43,283,41,17
