name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_refine,decision_accept,decision_semantic-HARQ
channel-open_dinov3_vitb16_repetition_seed1_605143,channel-open,1,20000,384,384,4,0.3103659156782613,0.0859375,0.0,0.9140625,0.8489583333333334,0.8697916666666666,0.07100219918316054,0.00023773720082593739,1.2446966410013605,0.13043478260869565,0.0,0.5,1.0,0.0,50,31,226,77
