name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_refine,decision_semantic-HARQ,decision_fallback
resource-open_clip_vitb32_3seed_seed1_605175,resource-open,1,20000,384,640,4,0.2559375749825353,0.12239583333333333,0.023411371237458192,0.8776041666666666,0.8385416666666666,0.9036458333333334,0.2686292548298068,0.0003762128104990953,0.5406681271506026,0.2608695652173913,0.0,0.5,1.0,0.0,299,25,23,37
