name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_semantic-HARQ,decision_refine
closed-id_dinov3_vitb16_calrisk_seed2_605097,closed-id,2,20000,384,384,4,0.464859502433018,0.09895833333333333,0.0,0.9010416666666666,0.6875,0.6875,0.2328767123287671,0.0006987216329971695,1.02438570562192,0.21739130434782608,0.0,0.5,1.0,0.0,120,238,16,10
