accepted_samples,accuracy,adaptation_harm_rate,auroc_ood,avg_bandwidth,avg_compute,avg_energy,avg_harq_full_payload_rounds,avg_harq_refinement_rounds,avg_harq_transmissions,avg_latency,avg_power,avg_repetitions,avg_resource_cost,bandwidth_per_accepted,bandwidth_per_correct_accepted,certified_accept_rate,correct_accepted_samples,coverage,fpr95,goodput_per_bandwidth,goodput_per_resource_cost,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,harq_refined_sample_rate,method,open_semantic_outage,open_semantic_risk,open_set_f1,prediction_set_size,regime,resource_cost_per_correct_accepted,risk_latency_product,risk_per_joule,seed,semantic_goodput,semantic_outage,total_bandwidth,total_compute,total_energy,total_harq_full_payload_rounds,total_harq_refinement_rounds,total_harq_transmissions,total_latency,total_power,total_repetitions,total_resource_cost
0.0,0.03628117913832196,0.01818181818181818,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,opensemcom,0.0,0.983302381601662,0.6666666666666666,0.21768707482993196,task-open,0.0,0.983302381601662,0.0011148553079383923,0,0.0,0.963718820861678,882.0,882.0,882.0,0.0,0.0,882.0,882.0,882.0,882.0,882.0
38.0,0.18253968253968256,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23.210526315789473,0.0,0.0,0.0,0.18253968253968253,1.0,0.0,0.0,0.0,0.0,0.0,dino,1.0,0.2292517006802721,0.0,1.0,task-open,0.0,0.2292517006802721,0.0002599225631295602,0,0.0,0.8174603174603174,882.0,882.0,882.0,0.0,0.0,882.0,882.0,882.0,882.0,882.0
266.0,0.0011337868480725266,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.3157894736842106,0.0,0.0,0.0,0.0011337868480725624,1.0,0.0,0.0,0.0,0.0,0.0,siglip,1.0,1.004761904761905,0.0,1.0,task-open,0.0,1.004761904761905,0.0011391858330633844,0,0.0,0.9988662131519275,882.0,882.0,882.0,0.0,0.0,882.0,882.0,882.0,882.0,882.0
47.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,18.76595744680851,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,openclip,1.0,0.2598639455782312,0.0,1.0,task-open,0.0,0.2598639455782312,0.0002946303237848427,0,0.0,1.0,882.0,882.0,882.0,0.0,0.0,882.0,882.0,882.0,882.0,882.0
