name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_semantic-HARQ,decision_refine
closed-id_dinov3_vitb16_strict_seed2_605112,closed-id,2,20000,384,384,4,0.4840420638235176,0.10416666666666667,0.0,0.8958333333333334,0.6640625,0.6640625,0.15467980295566502,0.0006867793187053289,1.175062530979896,0.21739130434782608,0.0,0.5,1.0,0.0,129,157,90,8
