name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept
full-open_dinov3_vitb16_ablate_no_detector_seed0_605215,full-open,0,20000,4344,384,4,0.8876004095031473,0.9744475138121547,1.0,0.025552486187845336,0.1171731123388582,5.12707182320442,0.0,5.8385160960575385e-05,3.549788654304369,0.0,0.0,0.5,1.0,0.953757225433526,4320,24
