name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_refine,decision_accept
full-open_dinov3_torch_mlp_conf80_login_seed0_login_20260617204446,full-open,0,20000,3320,1280,4,0.8387250499549832,0.9551204819277108,0.6,0.04487951807228918,0.1352409638554217,4.540361445783133,8.130081300813008e-05,7.219807609150239e-05,3.795483479073394,0.07729468599033816,0.0,0.7946256244323342,0.6119791666666666,0.6945169712793734,1565,1150,600,5
