name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_accept,decision_refine
resource-open_dinov3_vitb16_ablate_no_conformal_seed0_605215,resource-open,0,20000,384,384,4,0.2403579166406781,0.033854166666666664,0.0,0.9661458333333334,0.9661458333333334,1.0,0.15658362989323843,0.0003186502938362415,0.5772345591823748,0.043478260869565216,0.0,0.5,1.0,0.0,23,180,176,5
