name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept,decision_refine,decision_fallback
full-open_dinov3_vitb16_ablate_fixed_scheduler_seed0_605215,full-open,0,20000,4344,384,4,0.8795461914828215,0.9769797421731123,0.8888888888888888,0.023020257826887658,0.07803867403314917,3.544659300184162,0.0007569204152249135,0.00018965955611489413,1.7601047519705728,0.0,0.0,0.9705886994949495,0.1796875,0.7084148727984345,522,63,53,3706
