name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
source-open_604385,source-open,0,512,512,256,4,0.8290202982630857,0.412109375,0.412109375,0.587890625,0.951171875,5.71484375,0.19596354166666666,0.0009524589823794564,1.492236536873541,0.0,0.0,0.5,1.0,0.0,512
