name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,accepted_samples,correct_accepted_samples,total_bandwidth,avg_bandwidth,bandwidth_per_accepted,bandwidth_per_correct_accepted,goodput_per_bandwidth,total_resource_cost,avg_resource_cost,resource_cost_per_correct_accepted,goodput_per_resource_cost,total_power,avg_power,risk_per_joule,total_energy,avg_energy,risk_latency_product,total_latency,avg_latency,total_compute,avg_compute,total_repetitions,avg_repetitions,total_harq_refinement_rounds,avg_harq_refinement_rounds,harq_refined_sample_rate,total_harq_transmissions,avg_harq_transmissions,total_harq_full_payload_rounds,avg_harq_full_payload_rounds,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_reject/open
task-open_15500177,task-open,0,512,256,256,4,0.7132859577357397,0.77734375,0.0,0.22265625,0.38671875,1.7578125,0.0,0.0,0.0,358.39999999999907,1.3999999999999964,0.0,0.0,0.0,750.4200000000001,2.9313281250000003,0.0,0.0,494.0,1.9296875,0.0006028447918659061,1183.1999999999991,4.621874999999997,3.4906431556692783,1252.8000000000009,4.893750000000003,453.5999999999994,1.7718749999999976,696.0,2.71875,440.0,1.71875,0.60546875,696.0,2.71875,696.0,2.71875,1.0,0.54296875,0.0,0.0,0.5,0.0,0.6666666666666666,256
