name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_accept,decision_refine
resource-open_clip_vitb32_3seed_seed0_605175,resource-open,0,20000,384,640,4,0.2988747374547877,0.15364583333333334,0.006920415224913495,0.8463541666666666,0.8177083333333334,0.875,0.26500461680517085,0.00043580451655699437,0.6430476773050627,0.34782608695652173,0.0,0.5,1.0,0.0,48,26,289,21
