name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_fallback,decision_accept
channel-open_dinov3_vitb16_ablate_no_harq_seed0_605215,channel-open,0,20000,384,384,4,0.24725345619938768,0.07291666666666667,0.0,0.9270833333333334,0.8645833333333334,0.8932291666666666,0.023862788963460103,0.0002146297362841907,0.7823253887558751,0.13043478260869565,0.0,0.5,1.0,0.0,311,41,32
