name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_accept,decision_fallback
full-open_dinov3_vitb16_singleton_seed2_605103,full-open,2,20000,4344,384,4,0.8180015774352924,0.9785911602209945,1.0,0.02140883977900554,0.1240791896869245,5.47951197053407,0.0,0.00010623673049109757,2.291157641107309,0.0,0.0,0.9675682607323233,0.24479166666666666,0.7084148727984345,622,14,4,3704
