name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_refine,decision_accept
full-open_dinov3_torch_mlp_fullopen_login_seed1_login_20260617204058,full-open,1,20000,3320,1280,4,0.8253337439508467,0.9542168674698795,0.5,0.04578313253012045,0.14036144578313253,4.6930722891566266,8.125126955108673e-05,7.103922740151892e-05,3.7346351913775817,0.033816425120772944,0.0,0.7984715599455041,0.6484375,0.6945169712793734,1569,1162,585,4
