name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_semantic-HARQ,decision_fallback,decision_accept
full-open_dinov3_vitb16_strict_seed2_605112,full-open,2,20000,4344,384,4,0.8286032125961464,0.9765193370165746,1.0,0.023480662983425438,0.11970534069981584,5.44866482504604,0.0,0.00010802748427000348,2.330961551235468,0.0,0.0,0.9664115109427609,0.2786458333333333,0.7084148727984345,104,511,3725,4
