name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_refine,decision_semantic-HARQ,decision_accept
full-open_dinov3_torch_power_fullopen_login_seed1_login_20260617204855,full-open,1,20000,3320,1280,4,0.8554907968676337,0.958433734939759,0.6666666666666666,0.04156626506024097,0.12740963855421686,4.345180722891566,4.958104021022361e-05,7.386701177460896e-05,4.2346794444947875,0.00966183574879227,0.0,0.9187271159741145,0.4010416666666667,0.717580504786771,3173,58,86,3
