name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_accept,decision_fallback
full-open_dinov3_vitb16_seed0_605094,full-open,0,20000,4344,384,4,1.1161195417087995,0.9790515653775322,0.9852507374631269,0.02094843462246776,0.1180939226519337,5.279696132596685,0.0004044652968775279,0.00012097152072974096,3.1274471191498923,0.0,0.0,0.5579453388047138,0.9348958333333334,0.6519895629484671,3344,288,339,373
