name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine,decision_semantic-HARQ
closed-id_dinov3_vitb16_singleton_seed1_605103,closed-id,1,20000,384,384,4,0.4557631515337839,0.13020833333333334,0.0,0.8697916666666666,0.6744791666666666,0.6770833333333334,0.2283464566929134,0.0006850490779103905,1.0114618691070003,0.2608695652173913,0.0,0.5,1.0,0.0,124,232,12,16
