name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine,decision_accept
full-open_dinov3_torch_power_fallback_login_seed1_login_20260617205745,full-open,1,20000,3320,1280,4,0.8335302348714473,0.938855421686747,0.6666666666666666,0.06114457831325304,0.1352409638554217,4.243072289156626,0.00019102196752626553,7.216087220772637e-05,4.110157673217007,0.03864734299516908,0.0,0.9305993131244323,0.3333333333333333,0.7214969538729331,3162,85,67,6
