name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_semantic-HARQ,decision_refine
class-open_clip_vitb32_3seed_seed1_605175,class-open,1,20000,3648,640,4,0.8865828339202761,0.9076206140350878,0.18926553672316385,0.09237938596491224,0.08305921052631579,0.36540570175438597,0.03541898062446008,0.0001363218577280787,2.433096322233927,0.039647577092511016,0.0,0.9857656441482843,0.1171875,0.7169811320754718,2315,354,453,526
