accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,coverage,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,threshold
538,384,0.7137546468401487,0.2862453531598513,154,0.6,0.9972432454427084,0.840625,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999996411800385
538,384,0.7137546468401487,0.2862453531598513,154,0.6,0.9972432454427084,0.840625,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999996423721313
538,384,0.7137546468401487,0.2862453531598513,154,0.6,0.9972432454427084,0.840625,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999996423721313
544,384,0.7058823529411765,0.29411764705882354,160,0.6,0.9972432454427084,0.85,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999997109174729
560,384,0.6857142857142857,0.3142857142857143,176,0.6,0.9972432454427084,0.875,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999997615814209
560,384,0.6857142857142857,0.3142857142857143,176,0.6,0.9972432454427084,0.875,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999997615814209
605,384,0.6347107438016529,0.3652892561983471,221,0.6,0.9972432454427084,0.9453125,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999998807907104
605,384,0.6347107438016529,0.3652892561983471,221,0.6,0.9972432454427084,0.9453125,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999998807907104
605,384,0.6347107438016529,0.3652892561983471,221,0.6,0.9972432454427084,0.9453125,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999998807907104
605,384,0.6347107438016529,0.3652892561983471,221,0.6,0.9972432454427084,0.9453125,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999998807907104
605,384,0.6347107438016529,0.3652892561983471,221,0.6,0.9972432454427084,0.9453125,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999998807907104
605,384,0.6347107438016529,0.3652892561983471,221,0.6,0.9972432454427084,0.9453125,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999998807907104
605,384,0.6347107438016529,0.3652892561983471,221,0.6,0.9972432454427084,0.9453125,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,0.9999998807907104
640,384,0.6,0.4,256,0.6,0.9972432454427084,1.0,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,1.0
640,384,0.6,0.4,256,0.6,0.9972432454427084,1.0,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,1.0
640,384,0.6,0.4,256,0.6,0.9972432454427084,1.0,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,1.0
640,384,0.6,0.4,256,0.6,0.9972432454427084,1.0,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,1.0
640,384,0.6,0.4,256,0.6,0.9972432454427084,1.0,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,1.0
640,384,0.6,0.4,256,0.6,0.9972432454427084,1.0,0.0026041666666666665,1.0,opensemcom,0.25,0,0.6,mild,1.0
1,1,1.0,0.0,0,0.6,0.98846435546875,0.0015625,0.033854166666666664,1.0,msp,0.25,0,0.0015625,mild,6.733641808587265e-07
7,7,1.0,0.0,0,0.6,0.98846435546875,0.0109375,0.033854166666666664,1.0,msp,0.25,0,0.0109375,mild,4.0749985201427035e-06
14,14,1.0,0.0,0,0.6,0.98846435546875,0.021875,0.033854166666666664,1.0,msp,0.25,0,0.021875,mild,5.8009326288077645e-06
20,20,1.0,0.0,0,0.6,0.98846435546875,0.03125,0.033854166666666664,1.0,msp,0.25,0,0.03125,mild,6.916267972412182e-06
26,26,1.0,0.0,0,0.6,0.98846435546875,0.040625,0.033854166666666664,1.0,msp,0.25,0,0.040625,mild,8.161963602355549e-06
32,32,1.0,0.0,0,0.6,0.98846435546875,0.05,0.033854166666666664,1.0,msp,0.25,0,0.05,mild,1.1381070954308294e-05
39,39,1.0,0.0,0,0.6,0.98846435546875,0.0609375,0.033854166666666664,1.0,msp,0.25,0,0.0609375,mild,1.5135624623963118e-05
45,45,1.0,0.0,0,0.6,0.98846435546875,0.0703125,0.033854166666666664,1.0,msp,0.25,0,0.0703125,mild,1.8492219615949827e-05
52,52,1.0,0.0,0,0.6,0.98846435546875,0.08125,0.033854166666666664,1.0,msp,0.25,0,0.08125,mild,2.2549166740035713e-05
58,58,1.0,0.0,0,0.6,0.98846435546875,0.090625,0.033854166666666664,1.0,msp,0.25,0,0.090625,mild,3.2793677787325e-05
64,64,1.0,0.0,0,0.6,0.98846435546875,0.1,0.033854166666666664,1.0,msp,0.25,0,0.1,mild,3.928111348966423e-05
71,71,1.0,0.0,0,0.6,0.98846435546875,0.1109375,0.033854166666666664,1.0,msp,0.25,0,0.1109375,mild,5.011620080294433e-05
77,77,1.0,0.0,0,0.6,0.98846435546875,0.1203125,0.033854166666666664,1.0,msp,0.25,0,0.1203125,mild,5.896166119395029e-05
84,84,1.0,0.0,0,0.6,0.98846435546875,0.13125,0.033854166666666664,1.0,msp,0.25,0,0.13125,mild,7.084640667821884e-05
91,91,1.0,0.0,0,0.6,0.98846435546875,0.1421875,0.033854166666666664,1.0,msp,0.25,0,0.1421875,mild,7.957318253093426e-05
96,96,1.0,0.0,0,0.6,0.98846435546875,0.15,0.033854166666666664,1.0,msp,0.25,0,0.15,mild,8.771006821515213e-05
103,103,1.0,0.0,0,0.6,0.98846435546875,0.1609375,0.033854166666666664,1.0,msp,0.25,0,0.1609375,mild,0.00010257165285092907
109,108,0.9908256880733946,0.009174311926605505,1,0.6,0.98846435546875,0.1703125,0.033854166666666664,1.0,msp,0.25,0,0.16875,mild,0.00011038852425169998
116,115,0.9913793103448276,0.008620689655172414,1,0.6,0.98846435546875,0.18125,0.033854166666666664,1.0,msp,0.25,0,0.1796875,mild,0.00012542885788564994
122,121,0.9918032786885246,0.00819672131147541,1,0.6,0.98846435546875,0.190625,0.033854166666666664,1.0,msp,0.25,0,0.1890625,mild,0.00013516392407748157
128,127,0.9921875,0.0078125,1,0.6,0.98846435546875,0.2,0.033854166666666664,1.0,msp,0.25,0,0.1984375,mild,0.0001434989040325796
135,133,0.9851851851851852,0.014814814814814815,2,0.6,0.98846435546875,0.2109375,0.033854166666666664,1.0,msp,0.25,0,0.2078125,mild,0.00015010841730279
141,139,0.9858156028368794,0.014184397163120567,2,0.6,0.98846435546875,0.2203125,0.033854166666666664,1.0,msp,0.25,0,0.2171875,mild,0.00016389063611815135
147,145,0.9863945578231292,0.013605442176870748,2,0.6,0.98846435546875,0.2296875,0.033854166666666664,1.0,msp,0.25,0,0.2265625,mild,0.0001819082168668018
154,152,0.987012987012987,0.012987012987012988,2,0.6,0.98846435546875,0.240625,0.033854166666666664,1.0,msp,0.25,0,0.2375,mild,0.00019227857516512792
