accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,backbone,coverage,detector_control,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,threshold
505,384,0.7603960396039604,0.2396039603960396,121,0.6,1.0,dino+siglip2+openclip,0.7890625,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999713195575076
512,384,0.75,0.25,128,0.6,1.0,dino+siglip2+openclip,0.8,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999752715293785
518,384,0.7413127413127413,0.25868725868725867,134,0.6,1.0,dino+siglip2+openclip,0.809375,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999770354139094
524,384,0.732824427480916,0.26717557251908397,140,0.6,1.0,dino+siglip2+openclip,0.81875,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999817168170888
531,384,0.7231638418079096,0.2768361581920904,147,0.6,1.0,dino+siglip2+openclip,0.8296875,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999855334941347
537,384,0.7150837988826816,0.2849162011173184,153,0.6,1.0,dino+siglip2+openclip,0.8390625,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999884971607542
544,384,0.7058823529411765,0.29411764705882354,160,0.6,1.0,dino+siglip2+openclip,0.85,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999903508169241
550,384,0.6981818181818182,0.3018181818181818,166,0.6,1.0,dino+siglip2+openclip,0.859375,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999927216973197
556,384,0.6906474820143885,0.30935251798561153,172,0.6,1.0,dino+siglip2+openclip,0.86875,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999939438048315
563,384,0.6820603907637656,0.31793960923623443,179,0.6,1.0,dino+siglip2+openclip,0.8796875,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999951931864803
569,384,0.6748681898066784,0.3251318101933216,185,0.6,1.0,dino+siglip2+openclip,0.8890625,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999963685853748
576,384,0.6666666666666666,0.3333333333333333,192,0.6,1.0,dino+siglip2+openclip,0.9,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999973305748182
582,384,0.6597938144329897,0.3402061855670103,198,0.6,1.0,dino+siglip2+openclip,0.909375,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.999998036589175
588,384,0.6530612244897959,0.3469387755102041,204,0.6,1.0,dino+siglip2+openclip,0.91875,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999987289760365
595,384,0.6453781512605042,0.3546218487394958,211,0.6,1.0,dino+siglip2+openclip,0.9296875,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999992699891506
601,384,0.6389351081530782,0.3610648918469218,217,0.6,1.0,dino+siglip2+openclip,0.9390625,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999995068798391
608,384,0.631578947368421,0.3684210526315789,224,0.6,1.0,dino+siglip2+openclip,0.95,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.999999687127827
614,384,0.6254071661237784,0.3745928338762215,230,0.6,1.0,dino+siglip2+openclip,0.959375,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999998385475704
620,384,0.6193548387096774,0.38064516129032255,236,0.6,1.0,dino+siglip2+openclip,0.96875,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999999056437001
627,384,0.6124401913875598,0.3875598086124402,243,0.6,1.0,dino+siglip2+openclip,0.9796875,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999999607846969
633,384,0.6066350710900474,0.3933649289099526,249,0.6,1.0,dino+siglip2+openclip,0.9890625,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999999886604246
640,384,0.6,0.4,256,0.6,1.0,dino+siglip2+openclip,1.0,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999999999205296
1,1,1.0,0.0,0,0.596875,0.9903157552083334,DINOv3,0.0015625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.0015625,mild,1.0007730687489058e-06
7,7,1.0,0.0,0,0.596875,0.9903157552083334,DINOv3,0.0109375,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.0109375,mild,7.233804140482913e-06
13,13,1.0,0.0,0,0.596875,0.9903157552083334,DINOv3,0.0203125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.0203125,mild,1.2252366129128503e-05
20,20,1.0,0.0,0,0.596875,0.9903157552083334,DINOv3,0.03125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.03125,mild,2.0591043145301578e-05
26,26,1.0,0.0,0,0.596875,0.9903157552083334,DINOv3,0.040625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.040625,mild,2.4559176265976925e-05
32,32,1.0,0.0,0,0.596875,0.9903157552083334,DINOv3,0.05,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.05,mild,3.650059251810723e-05
39,39,1.0,0.0,0,0.596875,0.9903157552083334,DINOv3,0.0609375,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.0609375,mild,4.528884790772069e-05
45,45,1.0,0.0,0,0.596875,0.9903157552083334,DINOv3,0.0703125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.0703125,mild,4.841656366880276e-05
52,52,1.0,0.0,0,0.596875,0.9903157552083334,DINOv3,0.08125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.08125,mild,5.2797334747958224e-05
58,57,0.9827586206896551,0.017241379310344827,1,0.596875,0.9903157552083334,DINOv3,0.090625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.0890625,mild,6.838158602058607e-05
64,63,0.984375,0.015625,1,0.596875,0.9903157552083334,DINOv3,0.1,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.0984375,mild,8.083047174771709e-05
71,70,0.9859154929577465,0.014084507042253521,1,0.596875,0.9903157552083334,DINOv3,0.1109375,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.109375,mild,9.640572412627393e-05
77,76,0.987012987012987,0.012987012987012988,1,0.596875,0.9903157552083334,DINOv3,0.1203125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.11875,mild,0.00011448767398019921
85,84,0.9882352941176471,0.011764705882352941,1,0.596875,0.9903157552083334,DINOv3,0.1328125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.13125,mild,0.00012499478018102028
90,89,0.9888888888888889,0.011111111111111112,1,0.596875,0.9903157552083334,DINOv3,0.140625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.1390625,mild,0.00014455684675365624
96,95,0.9895833333333334,0.010416666666666666,1,0.596875,0.9903157552083334,DINOv3,0.15,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.1484375,mild,0.00015832834817991467
103,102,0.9902912621359223,0.009708737864077669,1,0.596875,0.9903157552083334,DINOv3,0.1609375,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.159375,mild,0.00018018987584131013
109,108,0.9908256880733946,0.009174311926605505,1,0.596875,0.9903157552083334,DINOv3,0.1703125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.16875,mild,0.00019208757532373057
116,115,0.9913793103448276,0.008620689655172414,1,0.596875,0.9903157552083334,DINOv3,0.18125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.1796875,mild,0.000212040754796714
122,121,0.9918032786885246,0.00819672131147541,1,0.596875,0.9903157552083334,DINOv3,0.190625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.1890625,mild,0.00023182203332954398
129,128,0.9922480620155039,0.007751937984496124,1,0.596875,0.9903157552083334,DINOv3,0.2015625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.2,mild,0.0002475236577472728
135,134,0.9925925925925926,0.007407407407407408,1,0.596875,0.9903157552083334,DINOv3,0.2109375,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.209375,mild,0.0002650866805936436
141,140,0.9929078014184397,0.0070921985815602835,1,0.596875,0.9903157552083334,DINOv3,0.2203125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.21875,mild,0.00026902590176762107
147,146,0.9931972789115646,0.006802721088435374,1,0.596875,0.9903157552083334,DINOv3,0.2296875,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.228125,mild,0.00029427441441527756
154,153,0.9935064935064936,0.006493506493506494,1,0.596875,0.9903157552083334,DINOv3,0.240625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.2390625,mild,0.00031269727214187524
160,159,0.99375,0.00625,1,0.596875,0.9903157552083334,DINOv3,0.25,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.2484375,mild,0.00035164539777060577
168,167,0.9940476190476191,0.005952380952380952,1,0.596875,0.9903157552083334,DINOv3,0.2625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.2609375,mild,0.00037307919854612237
173,172,0.9942196531791907,0.005780346820809248,1,0.596875,0.9903157552083334,DINOv3,0.2703125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.26875,mild,0.00041460425818217405
179,178,0.994413407821229,0.00558659217877095,1,0.596875,0.9903157552083334,DINOv3,0.2796875,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.278125,mild,0.0004324487708118996
186,185,0.9946236559139785,0.005376344086021506,1,0.596875,0.9903157552083334,DINOv3,0.290625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.2890625,mild,0.00045196652960751473
192,191,0.9947916666666666,0.005208333333333333,1,0.596875,0.9903157552083334,DINOv3,0.3,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.2984375,mild,0.0005163219763489435
199,198,0.9949748743718593,0.005025125628140704,1,0.596875,0.9903157552083334,DINOv3,0.3109375,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.309375,mild,0.0005488494718449233
205,204,0.9951219512195122,0.004878048780487805,1,0.596875,0.9903157552083334,DINOv3,0.3203125,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.31875,mild,0.0005861680416665217
211,210,0.995260663507109,0.004739336492890996,1,0.596875,0.9903157552083334,DINOv3,0.3296875,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.328125,mild,0.0006153365540264721
218,217,0.9954128440366973,0.0045871559633027525,1,0.596875,0.9903157552083334,DINOv3,0.340625,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.3390625,mild,0.0006765850034803568
224,223,0.9955357142857143,0.004464285714285714,1,0.596875,0.9903157552083334,DINOv3,0.35,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.3484375,mild,0.0007324240745780809
231,230,0.9956709956709957,0.004329004329004329,1,0.596875,0.9903157552083334,DINOv3,0.3609375,msp,0.0234375,0.9947916666666666,dino_msp,0.25,0,0.359375,mild,0.0007622441527044187
