auroc,fpr95,known_id_accuracy,known_subset_accuracy,method,open_fraction,samples,seed,severity
0.9783579508463541,0.041666666666666664,0.42410714285714285,0.9895833333333334,energy,0.5,896,2,medium
0.9992421468098959,0.0026041666666666665,0.42410714285714285,0.9895833333333334,mahalanobis,0.5,896,2,medium
0.99859619140625,0.0,0.42410714285714285,0.9895833333333334,openmax,0.5,896,2,medium
0.5224329630533854,0.6953125,0.42410714285714285,0.9895833333333334,vim,0.5,896,2,medium
0.9998118082682291,0.0,0.42410714285714285,0.9895833333333334,one_vs_rest,0.5,896,2,medium
0.9942169189453125,0.015625,0.248046875,0.9921875,opensemcom,0.75,1024,2,hard
0.9765421549479166,0.04296875,0.2470703125,0.98828125,msp,0.75,1024,2,hard
0.9793599446614584,0.0390625,0.2470703125,0.98828125,energy,0.75,1024,2,hard
0.9986928304036459,0.00390625,0.2470703125,0.98828125,mahalanobis,0.75,1024,2,hard
0.9982554117838541,0.0,0.2470703125,0.98828125,openmax,0.75,1024,2,hard
0.5007527669270834,0.78125,0.2470703125,0.98828125,vim,0.75,1024,2,hard
0.9997202555338541,0.0,0.2470703125,0.98828125,one_vs_rest,0.75,1024,2,hard
0.9921802108602351,0.010869565217391304,0.0888671875,0.9891304347826086,opensemcom,0.91,1024,2,extreme
0.977362847546184,0.06521739130434782,0.0888671875,0.9891304347826086,msp,0.91,1024,2,extreme
0.9799986004851652,0.06521739130434782,0.0888671875,0.9891304347826086,energy,0.91,1024,2,extreme
0.9986937861541332,0.0,0.0888671875,0.9891304347826086,mahalanobis,0.91,1024,2,extreme
0.9976733065870498,0.0,0.0888671875,0.9891304347826086,openmax,0.91,1024,2,extreme
0.5313258070535548,1.0,0.0888671875,0.9891304347826086,vim,0.91,1024,2,extreme
0.9994285314424333,0.0,0.0888671875,0.9891304347826086,one_vs_rest,0.91,1024,2,extreme
