accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,backbone,coverage,detector_control,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,target_openout,threshold
116,92,0.7931034482758621,0.20689655172413793,24,0.08984375,0.9998950363873857,OpenCLIP-DFN5B,0.11328125,best_ood:one_vs_rest,0.0,1.0,openclip_best_ood,0.91,0,0.08984375,extreme,openout<=0.05,0.9104039069574311
138,92,0.6666666666666666,0.3333333333333333,46,0.08984375,0.9998950363873857,OpenCLIP-DFN5B,0.134765625,best_ood:one_vs_rest,0.0,1.0,openclip_best_ood,0.91,0,0.08984375,extreme,openout<=0.10,0.9820284344192555
376,375,0.9973404255319149,0.0026595744680851063,1,0.5984375,0.99957275390625,dino+siglip2+openclip,0.5875,learned_selective_risk+semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom,0.25,1,0.5859375,mild,openout<=0.01,0.02720900423458312
376,375,0.9973404255319149,0.0026595744680851063,1,0.5984375,0.99957275390625,dino+siglip2+openclip,0.5875,learned_selective_risk+semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom,0.25,1,0.5859375,mild,openout<=0.02,0.02720900423458312
382,379,0.9921465968586387,0.007853403141361256,3,0.5984375,0.99957275390625,dino+siglip2+openclip,0.596875,learned_selective_risk+semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom,0.25,1,0.5921875,mild,openout<=0.05,0.3949456852746866
402,383,0.9527363184079602,0.0472636815920398,19,0.5984375,0.99957275390625,dino+siglip2+openclip,0.628125,learned_selective_risk+semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom,0.25,1,0.5984375,mild,openout<=0.10,0.9818174483268759
340,340,1.0,0.0,0,0.5984375,0.9990234375,dino+siglip2+openclip,0.53125,learned_risk_head_only_no_fallback,0.010416666666666666,0.9973958333333334,opensemcom_risk_head,0.25,1,0.53125,mild,openout<=0.01,5.3910356655251255e-05
368,367,0.9972826086956522,0.002717391304347826,1,0.5984375,0.9990234375,dino+siglip2+openclip,0.575,learned_risk_head_only_no_fallback,0.010416666666666666,0.9973958333333334,opensemcom_risk_head,0.25,1,0.5734375,mild,openout<=0.02,0.00022185858470038573
383,380,0.9921671018276762,0.007832898172323759,3,0.5984375,0.9990234375,dino+siglip2+openclip,0.5984375,learned_risk_head_only_no_fallback,0.010416666666666666,0.9973958333333334,opensemcom_risk_head,0.25,1,0.59375,mild,openout<=0.05,0.025039939470589828
405,383,0.945679012345679,0.05432098765432099,22,0.5984375,0.9990234375,dino+siglip2+openclip,0.6328125,learned_risk_head_only_no_fallback,0.010416666666666666,0.9973958333333334,opensemcom_risk_head,0.25,1,0.5984375,mild,openout<=0.10,0.9989029568433762
376,375,0.9973404255319149,0.0026595744680851063,1,0.5984375,0.99957275390625,dino+siglip2+openclip,0.5875,mixed_open_calibration_no_fallback,0.0,0.9973958333333334,opensemcom_calibrated,0.25,1,0.5859375,mild,openout<=0.01,0.02720900423458312
376,375,0.9973404255319149,0.0026595744680851063,1,0.5984375,0.99957275390625,dino+siglip2+openclip,0.5875,mixed_open_calibration_no_fallback,0.0,0.9973958333333334,opensemcom_calibrated,0.25,1,0.5859375,mild,openout<=0.02,0.02720900423458312
382,379,0.9921465968586387,0.007853403141361256,3,0.5984375,0.99957275390625,dino+siglip2+openclip,0.596875,mixed_open_calibration_no_fallback,0.0,0.9973958333333334,opensemcom_calibrated,0.25,1,0.5921875,mild,openout<=0.05,0.3949456852746866
402,383,0.9527363184079602,0.0472636815920398,19,0.5984375,0.99957275390625,dino+siglip2+openclip,0.628125,mixed_open_calibration_no_fallback,0.0,0.9973958333333334,opensemcom_calibrated,0.25,1,0.5984375,mild,openout<=0.10,0.9818174483268759
376,375,0.9973404255319149,0.0026595744680851063,1,0.5984375,0.9994303385416666,dino+siglip2+openclip,0.5875,semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom_harq_refine,0.25,1,0.5859375,mild,openout<=0.01,0.02333544763912694
376,375,0.9973404255319149,0.0026595744680851063,1,0.5984375,0.9994303385416666,dino+siglip2+openclip,0.5875,semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom_harq_refine,0.25,1,0.5859375,mild,openout<=0.02,0.02333544763912694
382,379,0.9921465968586387,0.007853403141361256,3,0.5984375,0.9994303385416666,dino+siglip2+openclip,0.596875,semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom_harq_refine,0.25,1,0.5921875,mild,openout<=0.05,0.3005962244160485
404,383,0.948019801980198,0.05198019801980198,21,0.5984375,0.9994303385416666,dino+siglip2+openclip,0.63125,semantic_harq_refine_no_fallback,0.0,0.9973958333333334,opensemcom_harq_refine,0.25,1,0.5984375,mild,openout<=0.10,0.9816668976612195
378,377,0.9973544973544973,0.0026455026455026454,1,0.5984375,1.0,DINOv3,0.590625,one_vs_rest,0.0,0.9973958333333334,dino_one_vs_rest,0.25,1,0.5890625,mild,openout<=0.01,0.058578606732938285
378,377,0.9973544973544973,0.0026455026455026454,1,0.5984375,1.0,DINOv3,0.590625,one_vs_rest,0.0,0.9973958333333334,dino_one_vs_rest,0.25,1,0.5890625,mild,openout<=0.02,0.058578606732938285
388,383,0.9871134020618557,0.01288659793814433,5,0.5984375,1.0,DINOv3,0.60625,one_vs_rest,0.0,0.9973958333333334,dino_one_vs_rest,0.25,1,0.5984375,mild,openout<=0.05,0.8296026335558547
