accuracy,adaptation_harm_rate,auroc_ood,calibration_samples,certified_accept_rate,coverage,dataset_manifest,decision_accept,decision_fallback,decision_refine,decision_semantic-HARQ,evaluated_samples,fpr95,name,open_semantic_outage,open_semantic_risk,open_set_f1,prediction_set_size,regime,risk_latency_product,risk_per_joule,samples,seed,semantic_goodput,semantic_outage,users
0.06204819277108431,0.0,0.9365766561648501,1280,0.0,0.13704819277108435,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_dinov3_mixed_open_calibration.csv,5,3183,76,56,3320,0.3307291666666667,full-open_dinov3_torch_power_fallback_login_seed0_login_20260617205745,0.8,0.8346959128877275,0.7206266318537861,4.169879518072289,full-open,4.127722137888767,7.220865200810827e-05,20000,0,9.712509712509713e-05,0.9379518072289157,4
0.06114457831325304,0.03864734299516908,0.9305993131244323,1280,0.0,0.1352409638554217,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_dinov3_mixed_open_calibration.csv,6,3162,67,85,3320,0.3333333333333333,full-open_dinov3_torch_power_fallback_login_seed1_login_20260617205745,0.6666666666666666,0.8335302348714473,0.7214969538729331,4.243072289156626,full-open,4.110157673217007,7.216087220772637e-05,20000,1,0.00019102196752626553,0.938855421686747,4
0.06144578313253013,0.03864734299516908,0.9370307887715713,1280,0.0,0.1358433734939759,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_dinov3_mixed_open_calibration.csv,4,3188,75,53,3320,0.3411458333333333,full-open_dinov3_torch_power_fallback_login_seed2_login_20260617205745,0.25,0.8360151648832262,0.7210617928633594,4.2828313253012045,full-open,4.134246077425544,7.23352943874736e-05,20000,2,0.0002918855808523059,0.9385542168674699,4
