accepted,accepted_correct,accepted_open_outage,accepted_precision,accepted_unsafe,accuracy,decision_fallback,decision_refine,decision_semantic-HARQ,known_id_accuracy,known_id_count,open_exposure_count,rate_fallback,rate_refine,rate_semantic-HARQ,run,samples
0,0,0.0,0.0,0,0.03162650602409638,1106,1020,1194,0.2265625,384,2936,0.33313253012048194,0.3072289156626506,0.35963855421686747,full-open_dinov3_unknown_fullopen_login_seed0_login_20260617203153,3320
0,0,0.0,0.0,0,0.035542168674698796,1152,1091,1077,0.24479166666666666,384,2936,0.3469879518072289,0.3286144578313253,0.3243975903614458,full-open_dinov3_unknown_fullopen_login_seed1_login_20260617203153,3320
0,0,0.0,0.0,0,0.03132530120481928,1183,1008,1129,0.203125,384,2936,0.35632530120481926,0.3036144578313253,0.3400602409638554,full-open_dinov3_unknown_fullopen_login_seed2_login_20260617203153,3320
