cal_goodput,cal_goodput_per_resource,cal_openout,cal_openout_upper,cal_refine_rate,cal_resource_per_sample,method,q1,q2,qr,resource_budget,route,seed,target_openout,task,threshold
0.2994791666666667,,0.002890173410404624,0.012801746923992054,,,witt_context_style,,,,0.6,,0,0.02,full-open,0.003235464892213283
0.2994791666666667,,0.002890173410404624,0.012801746923992054,,,fixed_refine_all,,,,0.6,,0,0.02,full-open,0.003235464892213283
0.3116319444444444,0.6365248226950354,0.00554016620498615,0.016553188397993662,0.11284722222222222,0.4895833333333333,opensemcom_progressive,0.005156034450623227,0.2954110913472438,0.005156034450623227,0.6,dino_core,0,0.02,full-open,
0.22395833333333334,,0.003861003861003861,0.017055396195557473,,,dino_detector,,,,0.8,,0,0.02,full-open,0.003244470132682444
0.2994791666666667,,0.002890173410404624,0.012801746923992054,,,ensemble_detector,,,,0.8,,0,0.02,full-open,0.003146479664906919
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.8,,0,0.02,full-open,-9.99967099539866e-07
0.2994791666666667,,0.002890173410404624,0.012801746923992054,,,witt_context_style,,,,0.8,,0,0.02,full-open,0.003235464892213283
0.2994791666666667,,0.002890173410404624,0.012801746923992054,,,fixed_refine_all,,,,0.8,,0,0.02,full-open,0.003235464892213283
0.3116319444444444,0.6365248226950354,0.00554016620498615,0.016553188397993662,0.11284722222222222,0.4895833333333333,opensemcom_progressive,0.005156034450623227,0.2954110913472438,0.005156034450623227,0.8,dino_core,0,0.02,full-open,
0.22395833333333334,,0.003861003861003861,0.017055396195557473,,,dino_detector,,,,1.0,,0,0.02,full-open,0.003244470132682444
0.2994791666666667,,0.002890173410404624,0.012801746923992054,,,ensemble_detector,,,,1.0,,0,0.02,full-open,0.003146479664906919
0.0,,0.0,0.0,,,deepjscc_pca,,,,1.0,,0,0.02,full-open,-9.99967099539866e-07
0.2994791666666667,,0.002890173410404624,0.012801746923992054,,,witt_context_style,,,,1.0,,0,0.02,full-open,0.003235464892213283
0.2994791666666667,,0.002890173410404624,0.012801746923992054,,,fixed_refine_all,,,,1.0,,0,0.02,full-open,0.003235464892213283
0.3116319444444444,0.6365248226950354,0.00554016620498615,0.016553188397993662,0.11284722222222222,0.4895833333333333,opensemcom_progressive,0.005156034450623227,0.2954110913472438,0.005156034450623227,1.0,dino_core,0,0.02,full-open,
0.2960069444444444,,0.014450867052023121,0.029326365948817334,,,dino_detector,,,,0.6,,0,0.05,full-open,0.018280373043644955
0.3203125,,0.016,0.030581982623098632,,,ensemble_detector,,,,0.6,,0,0.05,full-open,0.07239222613889966
0.050347222222222224,,0.0,0.044317313015739095,,,deepjscc_pca,,,,0.6,,0,0.05,full-open,0.0059566125874983035
0.3203125,,0.016,0.030581982623098632,,,witt_context_style,,,,0.6,,0,0.05,full-open,0.06299978973437002
0.3203125,,0.016,0.030581982623098632,,,fixed_refine_all,,,,0.6,,0,0.05,full-open,0.06299978973437002
0.3272569444444444,0.6318082788671024,0.025839793281653745,0.042693467333578934,0.10677083333333333,0.51796875,opensemcom_progressive,0.013831566910956165,0.6064954098058899,0.2954110913472438,0.6,dino_core,0,0.05,full-open,
0.2960069444444444,,0.014450867052023121,0.029326365948817334,,,dino_detector,,,,0.8,,0,0.05,full-open,0.018280373043644955
0.3203125,,0.016,0.030581982623098632,,,ensemble_detector,,,,0.8,,0,0.05,full-open,0.07239222613889966
0.050347222222222224,,0.0,0.044317313015739095,,,deepjscc_pca,,,,0.8,,0,0.05,full-open,0.0059566125874983035
0.3203125,,0.016,0.030581982623098632,,,witt_context_style,,,,0.8,,0,0.05,full-open,0.06299978973437002
0.3203125,,0.016,0.030581982623098632,,,fixed_refine_all,,,,0.8,,0,0.05,full-open,0.06299978973437002
0.3272569444444444,0.6318082788671024,0.025839793281653745,0.042693467333578934,0.10677083333333333,0.51796875,opensemcom_progressive,0.013831566910956165,0.6064954098058899,0.2954110913472438,0.8,dino_core,0,0.05,full-open,
0.2960069444444444,,0.014450867052023121,0.029326365948817334,,,dino_detector,,,,1.0,,0,0.05,full-open,0.018280373043644955
0.3203125,,0.016,0.030581982623098632,,,ensemble_detector,,,,1.0,,0,0.05,full-open,0.07239222613889966
0.050347222222222224,,0.0,0.044317313015739095,,,deepjscc_pca,,,,1.0,,0,0.05,full-open,0.0059566125874983035
0.3203125,,0.016,0.030581982623098632,,,witt_context_style,,,,1.0,,0,0.05,full-open,0.06299978973437002
0.3203125,,0.016,0.030581982623098632,,,fixed_refine_all,,,,1.0,,0,0.05,full-open,0.06299978973437002
0.3272569444444444,0.6318082788671024,0.025839793281653745,0.042693467333578934,0.10677083333333333,0.51796875,opensemcom_progressive,0.013831566910956165,0.6064954098058899,0.2954110913472438,1.0,dino_core,0,0.05,full-open,
0.3151041666666667,,0.032,0.05055418399681381,,,dino_detector,,,,0.6,,0,0.1,full-open,0.0910304466551358
0.3315972222222222,,0.052109181141439205,0.07341659283219396,,,ensemble_detector,,,,0.6,,0,0.1,full-open,0.5452396371336341
0.14149305555555555,,0.057803468208092484,0.0942306628969869,,,deepjscc_pca,,,,0.6,,0,0.1,full-open,0.100599022265667
0.3315972222222222,,0.052109181141439205,0.07341659283219396,,,witt_context_style,,,,0.6,,0,0.1,full-open,0.5452771322722626
0.3203125,,0.016,0.030581982623098632,,,fixed_refine_all,,,,0.6,,0,0.1,full-open,0.06299978973437002
0.3315972222222222,0.799330403850178,0.052109181141439205,0.07341659283219396,0.0,0.41484374999999996,opensemcom_progressive,0.5501669263930231,0.5501669263930231,3.702290900395129e-07,0.6,ensemble_core,0,0.1,full-open,
0.3151041666666667,,0.032,0.05055418399681381,,,dino_detector,,,,0.8,,0,0.1,full-open,0.0910304466551358
0.3315972222222222,,0.052109181141439205,0.07341659283219396,,,ensemble_detector,,,,0.8,,0,0.1,full-open,0.5452396371336341
0.14149305555555555,,0.057803468208092484,0.0942306628969869,,,deepjscc_pca,,,,0.8,,0,0.1,full-open,0.100599022265667
0.3315972222222222,,0.052109181141439205,0.07341659283219396,,,witt_context_style,,,,0.8,,0,0.1,full-open,0.5452771322722626
0.3315972222222222,,0.052109181141439205,0.07341659283219396,,,fixed_refine_all,,,,0.8,,0,0.1,full-open,0.5452771322722626
0.3315972222222222,0.799330403850178,0.052109181141439205,0.07341659283219396,0.0,0.41484374999999996,opensemcom_progressive,0.5501669263930231,0.5501669263930231,3.702290900395129e-07,0.8,ensemble_core,0,0.1,full-open,
0.3151041666666667,,0.032,0.05055418399681381,,,dino_detector,,,,1.0,,0,0.1,full-open,0.0910304466551358
0.3315972222222222,,0.052109181141439205,0.07341659283219396,,,ensemble_detector,,,,1.0,,0,0.1,full-open,0.5452396371336341
0.14149305555555555,,0.057803468208092484,0.0942306628969869,,,deepjscc_pca,,,,1.0,,0,0.1,full-open,0.100599022265667
0.3315972222222222,,0.052109181141439205,0.07341659283219396,,,witt_context_style,,,,1.0,,0,0.1,full-open,0.5452771322722626
0.3315972222222222,,0.052109181141439205,0.07341659283219396,,,fixed_refine_all,,,,1.0,,0,0.1,full-open,0.5452771322722626
0.3315972222222222,0.799330403850178,0.052109181141439205,0.07341659283219396,0.0,0.41484374999999996,opensemcom_progressive,0.5501669263930231,0.5501669263930231,3.702290900395129e-07,1.0,ensemble_core,0,0.1,full-open,
0.0,,0.0,0.0,,,dino_detector,,,,0.6,,0,0.01,deepsense-beam,5.154905647567032e-05
0.0,,0.0,0.0,,,ensemble_detector,,,,0.6,,0,0.01,deepsense-beam,8.836338187185766e-06
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.6,,0,0.01,deepsense-beam,0.0011835795347757427
0.0,,0.0,0.0,,,witt_context_style,,,,0.6,,0,0.01,deepsense-beam,8.9985067476549e-06
0.0,,0.0,0.0,,,fixed_refine_all,,,,0.6,,0,0.01,deepsense-beam,8.9985067476549e-06
0.0,0.0,0.0,0.0,0.0,0.1,opensemcom_progressive,9.9985067476549e-06,9.9985067476549e-06,9.9985067476549e-06,0.6,dino_core,0,0.01,deepsense-beam,
0.0,,0.0,0.0,,,dino_detector,,,,0.8,,0,0.01,deepsense-beam,5.154905647567032e-05
0.0,,0.0,0.0,,,ensemble_detector,,,,0.8,,0,0.01,deepsense-beam,8.836338187185766e-06
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.8,,0,0.01,deepsense-beam,0.0011835795347757427
0.0,,0.0,0.0,,,witt_context_style,,,,0.8,,0,0.01,deepsense-beam,8.9985067476549e-06
0.0,,0.0,0.0,,,fixed_refine_all,,,,0.8,,0,0.01,deepsense-beam,8.9985067476549e-06
0.0,0.0,0.0,0.0,0.0,0.1,opensemcom_progressive,9.9985067476549e-06,9.9985067476549e-06,9.9985067476549e-06,0.8,dino_core,0,0.01,deepsense-beam,
0.0,,0.0,0.0,,,dino_detector,,,,1.0,,0,0.01,deepsense-beam,5.154905647567032e-05
0.0,,0.0,0.0,,,ensemble_detector,,,,1.0,,0,0.01,deepsense-beam,8.836338187185766e-06
0.0,,0.0,0.0,,,deepjscc_pca,,,,1.0,,0,0.01,deepsense-beam,0.0011835795347757427
0.0,,0.0,0.0,,,witt_context_style,,,,1.0,,0,0.01,deepsense-beam,8.9985067476549e-06
0.0,,0.0,0.0,,,fixed_refine_all,,,,1.0,,0,0.01,deepsense-beam,8.9985067476549e-06
0.0,0.0,0.0,0.0,0.0,0.1,opensemcom_progressive,9.9985067476549e-06,9.9985067476549e-06,9.9985067476549e-06,1.0,dino_core,0,0.01,deepsense-beam,
0.0,,0.0,0.0,,,dino_detector,,,,0.6,,0,0.02,deepsense-beam,5.154905647567032e-05
0.0,,0.0,0.0,,,ensemble_detector,,,,0.6,,0,0.02,deepsense-beam,8.836338187185766e-06
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.6,,0,0.02,deepsense-beam,0.0011835795347757427
0.0,,0.0,0.0,,,witt_context_style,,,,0.6,,0,0.02,deepsense-beam,8.9985067476549e-06
0.0,,0.0,0.0,,,fixed_refine_all,,,,0.6,,0,0.02,deepsense-beam,8.9985067476549e-06
0.0,0.0,0.0,0.0,0.0,0.1,opensemcom_progressive,9.9985067476549e-06,9.9985067476549e-06,9.9985067476549e-06,0.6,dino_core,0,0.02,deepsense-beam,
0.0,,0.0,0.0,,,dino_detector,,,,0.8,,0,0.02,deepsense-beam,5.154905647567032e-05
0.0,,0.0,0.0,,,ensemble_detector,,,,0.8,,0,0.02,deepsense-beam,8.836338187185766e-06
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.8,,0,0.02,deepsense-beam,0.0011835795347757427
0.0,,0.0,0.0,,,witt_context_style,,,,0.8,,0,0.02,deepsense-beam,8.9985067476549e-06
0.0,,0.0,0.0,,,fixed_refine_all,,,,0.8,,0,0.02,deepsense-beam,8.9985067476549e-06
0.0,0.0,0.0,0.0,0.0,0.1,opensemcom_progressive,9.9985067476549e-06,9.9985067476549e-06,9.9985067476549e-06,0.8,dino_core,0,0.02,deepsense-beam,
0.0,,0.0,0.0,,,dino_detector,,,,1.0,,0,0.02,deepsense-beam,5.154905647567032e-05
0.0,,0.0,0.0,,,ensemble_detector,,,,1.0,,0,0.02,deepsense-beam,8.836338187185766e-06
0.0,,0.0,0.0,,,deepjscc_pca,,,,1.0,,0,0.02,deepsense-beam,0.0011835795347757427
0.0,,0.0,0.0,,,witt_context_style,,,,1.0,,0,0.02,deepsense-beam,8.9985067476549e-06
0.0,,0.0,0.0,,,fixed_refine_all,,,,1.0,,0,0.02,deepsense-beam,8.9985067476549e-06
0.0,0.0,0.0,0.0,0.0,0.1,opensemcom_progressive,9.9985067476549e-06,9.9985067476549e-06,9.9985067476549e-06,1.0,dino_core,0,0.02,deepsense-beam,
0.0,,0.0,0.0,,,dino_detector,,,,0.6,,0,0.05,deepsense-beam,5.154905647567032e-05
0.453125,,0.0,0.044317313015739095,,,ensemble_detector,,,,0.6,,0,0.05,deepsense-beam,0.0032229827118593506
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.6,,0,0.05,deepsense-beam,0.0011835795347757427
0.0,,0.0,0.0,,,witt_context_style,,,,0.6,,0,0.05,deepsense-beam,8.9985067476549e-06
0.0,,0.0,0.0,,,fixed_refine_all,,,,0.6,,0,0.05,deepsense-beam,8.9985067476549e-06
0.5078125,0.9116409537166901,0.0,0.03973431664539308,0.0,0.55703125,opensemcom_progressive,0.004838367966179591,0.004838367966179591,9.836338187185767e-06,0.6,ensemble_core,0,0.05,deepsense-beam,
0.0,,0.0,0.0,,,dino_detector,,,,0.8,,0,0.05,deepsense-beam,5.154905647567032e-05
0.5,,0.0,0.04033012643650584,,,ensemble_detector,,,,0.8,,0,0.05,deepsense-beam,0.004691137242765819
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.8,,0,0.05,deepsense-beam,0.0011835795347757427
0.5,,0.0,0.04033012643650584,,,witt_context_style,,,,0.8,,0,0.05,deepsense-beam,0.00495150667520633
0.453125,,0.0,0.044317313015739095,,,fixed_refine_all,,,,0.8,,0,0.05,deepsense-beam,0.003049828708704116
0.5078125,0.9116409537166901,0.0,0.03973431664539308,0.0,0.55703125,opensemcom_progressive,0.004838367966179591,0.004838367966179591,9.836338187185767e-06,0.8,ensemble_core,0,0.05,deepsense-beam,
0.0,,0.0,0.0,,,dino_detector,,,,1.0,,0,0.05,deepsense-beam,5.154905647567032e-05
0.5,,0.0,0.04033012643650584,,,ensemble_detector,,,,1.0,,0,0.05,deepsense-beam,0.004691137242765819
0.0,,0.0,0.0,,,deepjscc_pca,,,,1.0,,0,0.05,deepsense-beam,0.0011835795347757427
0.5,,0.0,0.04033012643650584,,,witt_context_style,,,,1.0,,0,0.05,deepsense-beam,0.00495150667520633
0.5,,0.0,0.04033012643650584,,,fixed_refine_all,,,,1.0,,0,0.05,deepsense-beam,0.00495150667520633
0.515625,0.5267358339984037,0.0,0.039155854743658416,0.375,0.9789062500000001,opensemcom_progressive,0.002992874235580145,0.05353550179112701,0.0056013072307037615,1.0,dino_core,0,0.05,deepsense-beam,
0.53125,,0.02857142857142857,0.08250104686743145,,,dino_detector,,,,0.6,,0,0.1,deepsense-beam,0.012265388001406089
0.453125,,0.0,0.044317313015739095,,,ensemble_detector,,,,0.6,,0,0.1,deepsense-beam,0.0032229827118593506
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.6,,0,0.1,deepsense-beam,0.0011835795347757427
0.375,,0.0,0.053060193807013656,,,witt_context_style,,,,0.6,,0,0.1,deepsense-beam,0.0015598587460759206
0.328125,,0.0,0.060184024918549274,,,fixed_refine_all,,,,0.6,,0,0.1,deepsense-beam,0.0010729194640533013
0.53125,0.8970976253298153,0.02857142857142857,0.08250104686743145,0.0,0.5921875,opensemcom_progressive,0.012051701093416134,0.012051701093416134,9.9985067476549e-06,0.6,dino_core,0,0.1,deepsense-beam,
0.734375,,0.050505050505050504,0.09993964387389284,,,dino_detector,,,,0.8,,0,0.1,deepsense-beam,0.09191470042480077
0.609375,,0.025,0.0725676198866076,,,ensemble_detector,,,,0.8,,0,0.1,deepsense-beam,0.02186225549443853
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.8,,0,0.1,deepsense-beam,0.0011835795347757427
0.515625,,0.014925373134328358,0.06394331897860511,,,witt_context_style,,,,0.8,,0,0.1,deepsense-beam,0.009075623671898408
0.453125,,0.0,0.044317313015739095,,,fixed_refine_all,,,,0.8,,0,0.1,deepsense-beam,0.003049828708704116
0.734375,0.9306930693069307,0.04081632653061224,0.08766838486623801,0.0,0.7890625,opensemcom_progressive,0.09940270681367493,0.09940270681367493,9.836338187185767e-06,0.8,ensemble_core,0,0.1,deepsense-beam,
0.734375,,0.050505050505050504,0.09993964387389284,,,dino_detector,,,,1.0,,0,0.1,deepsense-beam,0.09191470042480077
0.765625,,0.0392156862745098,0.08434234289318732,,,ensemble_detector,,,,1.0,,0,0.1,deepsense-beam,0.13123910009394055
0.0,,0.0,0.0,,,deepjscc_pca,,,,1.0,,0,0.1,deepsense-beam,0.0011835795347757427
0.6484375,,0.03488372093023256,0.08391639627068524,,,witt_context_style,,,,1.0,,0,0.1,deepsense-beam,0.031181688322511218
0.5625,,0.02702702702702703,0.07821834815885989,,,fixed_refine_all,,,,1.0,,0,0.1,deepsense-beam,0.013815021860773744
0.8671875,0.894439967767929,0.05128205128205128,0.09593359037252214,0.0546875,0.9695312500000001,opensemcom_progressive,0.25516166407881524,0.3431274152024202,0.3431274152024202,1.0,ensemble_core,0,0.1,deepsense-beam,
0.0,,0.0,0.0,,,dino_detector,,,,0.6,,1,0.01,full-open,-8.676611381741561e-07
0.2751736111111111,,0.0,0.008413160765942965,,,ensemble_detector,,,,0.6,,1,0.01,full-open,0.0010066628701831688
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.6,,1,0.01,full-open,-9.982400158415885e-07
0.25,,0.0,0.00925248099691217,,,witt_context_style,,,,0.6,,1,0.01,full-open,0.0005951911615666533
0.25,,0.0,0.00925248099691217,,,fixed_refine_all,,,,0.6,,1,0.01,full-open,0.0005951911615666533
0.2925347222222222,0.6364494806421152,0.0,0.00791781673622036,0.11631944444444445,0.4596354166666667,opensemcom_progressive,0.0015280892523844125,0.024027150957615886,0.0015280892523844125,0.6,dino_core,1,0.01,full-open,
0.0,,0.0,0.0,,,dino_detector,,,,0.8,,1,0.01,full-open,-8.676611381741561e-07
0.2751736111111111,,0.0,0.008413160765942965,,,ensemble_detector,,,,0.8,,1,0.01,full-open,0.0010066628701831688
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.8,,1,0.01,full-open,-9.982400158415885e-07
0.25,,0.0,0.00925248099691217,,,witt_context_style,,,,0.8,,1,0.01,full-open,0.0005951911615666533
0.25,,0.0,0.00925248099691217,,,fixed_refine_all,,,,0.8,,1,0.01,full-open,0.0005951911615666533
0.2925347222222222,0.6364494806421152,0.0,0.00791781673622036,0.11631944444444445,0.4596354166666667,opensemcom_progressive,0.0015280892523844125,0.024027150957615886,0.0015280892523844125,0.8,dino_core,1,0.01,full-open,
0.0,,0.0,0.0,,,dino_detector,,,,1.0,,1,0.01,full-open,-8.676611381741561e-07
0.2751736111111111,,0.0,0.008413160765942965,,,ensemble_detector,,,,1.0,,1,0.01,full-open,0.0010066628701831688
0.0,,0.0,0.0,,,deepjscc_pca,,,,1.0,,1,0.01,full-open,-9.982400158415885e-07
0.25,,0.0,0.00925248099691217,,,witt_context_style,,,,1.0,,1,0.01,full-open,0.0005951911615666533
0.25,,0.0,0.00925248099691217,,,fixed_refine_all,,,,1.0,,1,0.01,full-open,0.0005951911615666533
0.2925347222222222,0.6364494806421152,0.0,0.00791781673622036,0.11631944444444445,0.4596354166666667,opensemcom_progressive,0.0015280892523844125,0.024027150957615886,0.0015280892523844125,1.0,dino_core,1,0.01,full-open,
0.24913194444444445,,0.003472222222222222,0.015354751588776264,,,dino_detector,,,,0.6,,1,0.02,full-open,0.004128030774539735
0.3229166666666667,,0.008,0.019797550139489566,,,ensemble_detector,,,,0.6,,1,0.02,full-open,0.006809313873329421
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.6,,1,0.02,full-open,-9.982400158415885e-07
0.3229166666666667,,0.008,0.019797550139489566,,,witt_context_style,,,,0.6,,1,0.02,full-open,0.006965827712671929
0.3229166666666667,,0.008,0.019797550139489566,,,fixed_refine_all,,,,0.6,,1,0.02,full-open,0.006965827712671929
0.3246527777777778,0.5863907180934461,0.007957559681697613,0.01969341128066683,0.1597222222222222,0.5536458333333334,opensemcom_progressive,0.0032666874646370757,0.5155737999876451,0.024027150957615886,0.6,dino_core,1,0.02,full-open,
0.24913194444444445,,0.003472222222222222,0.015354751588776264,,,dino_detector,,,,0.8,,1,0.02,full-open,0.004128030774539735
0.3229166666666667,,0.008,0.019797550139489566,,,ensemble_detector,,,,0.8,,1,0.02,full-open,0.006809313873329421
0.0,,0.0,0.0,,,deepjscc_pca,,,,0.8,,1,0.02,full-open,-9.982400158415885e-07
0.3229166666666667,,0.008,0.019797550139489566,,,witt_context_style,,,,0.8,,1,0.02,full-open,0.006965827712671929
0.3229166666666667,,0.008,0.019797550139489566,,,fixed_refine_all,,,,0.8,,1,0.02,full-open,0.006965827712671929
0.3255208333333333,0.5018065034122842,0.007936507936507936,0.019641751610374326,0.2230902777777778,0.6486979166666668,opensemcom_progressive,0.0032666874646370757,0.6482857905960144,0.024027150957615886,0.8,dino_core,1,0.02,full-open,
0.24913194444444445,,0.003472222222222222,0.015354751588776264,,,dino_detector,,,,1.0,,1,0.02,full-open,0.004128030774539735
0.3229166666666667,,0.008,0.019797550139489566,,,ensemble_detector,,,,1.0,,1,0.02,full-open,0.006809313873329421
0.0,,0.0,0.0,,,deepjscc_pca,,,,1.0,,1,0.02,full-open,-9.982400158415885e-07
0.3229166666666667,,0.008,0.019797550139489566,,,witt_context_style,,,,1.0,,1,0.02,full-open,0.006965827712671929
0.3229166666666667,,0.008,0.019797550139489566,,,fixed_refine_all,,,,1.0,,1,0.02,full-open,0.006965827712671929
0.3255208333333333,0.5018065034122842,0.007936507936507936,0.019641751610374326,0.2230902777777778,0.6486979166666668,opensemcom_progressive,0.0032666874646370757,0.6482857905960144,0.024027150957615886,1.0,dino_core,1,0.02,full-open,
0.3203125,,0.016,0.030581982623098632,,,dino_detector,,,,0.6,,1,0.05,full-open,0.03062085943909246
0.3229166666666667,,0.008,0.019797550139489566,,,ensemble_detector,,,,0.6,,1,0.05,full-open,0.006809313873329421
0.07465277777777778,,0.011494252873563218,0.04970886891434523,,,deepjscc_pca,,,,0.6,,1,0.05,full-open,0.03081646189643214
0.3229166666666667,,0.008,0.019797550139489566,,,witt_context_style,,,,0.6,,1,0.05,full-open,0.006965827712671929
0.3229166666666667,,0.008,0.019797550139489566,,,fixed_refine_all,,,,0.6,,1,0.05,full-open,0.006965827712671929
0.3263888888888889,0.5895264973345876,0.023376623376623377,0.039695422531812255,0.1597222222222222,0.5536458333333334,opensemcom_progressive,0.0032666874646370757,0.5155737999876451,0.20627146588060502,0.6,dino_core,1,0.05,full-open,
0.3203125,,0.016,0.030581982623098632,,,dino_detector,,,,0.8,,1,0.05,full-open,0.03062085943909246
0.3229166666666667,,0.008,0.019797550139489566,,,ensemble_detector,,,,0.8,,1,0.05,full-open,0.006809313873329421
0.07465277777777778,,0.011494252873563218,0.04970886891434523,,,deepjscc_pca,,,,0.8,,1,0.05,full-open,0.03081646189643214
0.3229166666666667,,0.008,0.019797550139489566,,,witt_context_style,,,,0.8,,1,0.05,full-open,0.006965827712671929
0.3229166666666667,,0.008,0.019797550139489566,,,fixed_refine_all,,,,0.8,,1,0.05,full-open,0.006965827712671929
0.3272569444444444,0.5044828047638164,0.028350515463917526,0.04574600060961068,0.2230902777777778,0.6486979166666668,opensemcom_progressive,0.0032666874646370757,0.6482857905960144,0.20627146588060502,0.8,dino_core,1,0.05,full-open,
0.3203125,,0.016,0.030581982623098632,,,dino_detector,,,,1.0,,1,0.05,full-open,0.03062085943909246
0.3229166666666667,,0.008,0.019797550139489566,,,ensemble_detector,,,,1.0,,1,0.05,full-open,0.006809313873329421
0.07465277777777778,,0.011494252873563218,0.04970886891434523,,,deepjscc_pca,,,,1.0,,1,0.05,full-open,0.03081646189643214
0.3229166666666667,,0.008,0.019797550139489566,,,witt_context_style,,,,1.0,,1,0.05,full-open,0.006965827712671929
0.3229166666666667,,0.008,0.019797550139489566,,,fixed_refine_all,,,,1.0,,1,0.05,full-open,0.006965827712671929
0.3272569444444444,0.5044828047638164,0.028350515463917526,0.04574600060961068,0.2230902777777778,0.6486979166666668,opensemcom_progressive,0.0032666874646370757,0.6482857905960144,0.20627146588060502,1.0,dino_core,1,0.05,full-open,
0.3237847222222222,,0.07444168734491315,0.0988210013580913,,,dino_detector,,,,0.6,,1,0.1,full-open,0.14750933100613253
0.3307291666666667,,0.05459057071960298,0.07627533220503986,,,ensemble_detector,,,,0.6,,1,0.1,full-open,0.48477264331720543
0.1189236111111111,,0.04861111111111111,0.0871607411078183,,,deepjscc_pca,,,,0.6,,1,0.1,full-open,0.08018545884592171
0.3307291666666667,,0.05459057071960298,0.07627533220503986,,,witt_context_style,,,,0.6,,1,0.1,full-open,0.5015409084275619
0.3229166666666667,,0.008,0.019797550139489566,,,fixed_refine_all,,,,0.6,,1,0.1,full-open,0.006965827712671929
0.3307291666666667,0.7942464040025016,0.05925925925925926,0.08156358135419489,0.0,0.41640625,opensemcom_progressive,0.4889515901643928,0.4889515901643928,4.253295635322096e-07,0.6,ensemble_core,1,0.1,full-open,
0.3237847222222222,,0.07444168734491315,0.0988210013580913,,,dino_detector,,,,0.8,,1,0.1,full-open,0.14750933100613253
0.3307291666666667,,0.05459057071960298,0.07627533220503986,,,ensemble_detector,,,,0.8,,1,0.1,full-open,0.48477264331720543
0.1189236111111111,,0.04861111111111111,0.0871607411078183,,,deepjscc_pca,,,,0.8,,1,0.1,full-open,0.08018545884592171
