accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,coverage,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,threshold
269,146,0.5427509293680297,0.45724907063197023,123,0.42857142857142855,0.54339599609375,0.3002232142857143,0.7239583333333334,1.0,vim,0.5,1,0.16294642857142858,medium,0.3789501041173935
278,147,0.5287769784172662,0.4712230215827338,131,0.42857142857142855,0.54339599609375,0.31026785714285715,0.7239583333333334,1.0,vim,0.5,1,0.1640625,medium,0.3917931094765663
287,149,0.519163763066202,0.4808362369337979,138,0.42857142857142855,0.54339599609375,0.3203125,0.7239583333333334,1.0,vim,0.5,1,0.16629464285714285,medium,0.4011873066425324
296,152,0.5135135135135135,0.4864864864864865,144,0.42857142857142855,0.54339599609375,0.33035714285714285,0.7239583333333334,1.0,vim,0.5,1,0.16964285714285715,medium,0.42527603954076765
305,154,0.5049180327868853,0.49508196721311476,151,0.42857142857142855,0.54339599609375,0.3404017857142857,0.7239583333333334,1.0,vim,0.5,1,0.171875,medium,0.4387130677700043
314,159,0.5063694267515924,0.49363057324840764,155,0.42857142857142855,0.54339599609375,0.35044642857142855,0.7239583333333334,1.0,vim,0.5,1,0.17745535714285715,medium,0.44451066851615906
323,160,0.4953560371517028,0.5046439628482973,163,0.42857142857142855,0.54339599609375,0.36049107142857145,0.7239583333333334,1.0,vim,0.5,1,0.17857142857142858,medium,0.44935144782066344
332,164,0.4939759036144578,0.5060240963855421,168,0.42857142857142855,0.54339599609375,0.3705357142857143,0.7239583333333334,1.0,vim,0.5,1,0.18303571428571427,medium,0.45545038878917693
341,166,0.4868035190615836,0.5131964809384164,175,0.42857142857142855,0.54339599609375,0.38058035714285715,0.7239583333333334,1.0,vim,0.5,1,0.18526785714285715,medium,0.4618070781230927
350,171,0.48857142857142855,0.5114285714285715,179,0.42857142857142855,0.54339599609375,0.390625,0.7239583333333334,1.0,vim,0.5,1,0.19084821428571427,medium,0.4791289001703262
359,172,0.479108635097493,0.520891364902507,187,0.42857142857142855,0.54339599609375,0.40066964285714285,0.7239583333333334,1.0,vim,0.5,1,0.19196428571428573,medium,0.48511943221092224
367,173,0.4713896457765668,0.5286103542234333,194,0.42857142857142855,0.54339599609375,0.4095982142857143,0.7239583333333334,1.0,vim,0.5,1,0.19308035714285715,medium,0.4949498787522316
376,176,0.46808510638297873,0.5319148936170213,200,0.42857142857142855,0.54339599609375,0.41964285714285715,0.7239583333333334,1.0,vim,0.5,1,0.19642857142857142,medium,0.5032823085784912
385,180,0.4675324675324675,0.5324675324675324,205,0.42857142857142855,0.54339599609375,0.4296875,0.7239583333333334,1.0,vim,0.5,1,0.20089285714285715,medium,0.5111594974994659
394,180,0.45685279187817257,0.5431472081218274,214,0.42857142857142855,0.54339599609375,0.43973214285714285,0.7239583333333334,1.0,vim,0.5,1,0.20089285714285715,medium,0.5223852753639221
403,186,0.46153846153846156,0.5384615384615384,217,0.42857142857142855,0.54339599609375,0.4497767857142857,0.7239583333333334,1.0,vim,0.5,1,0.20758928571428573,medium,0.5291211009025574
412,189,0.4587378640776699,0.5412621359223301,223,0.42857142857142855,0.54339599609375,0.45982142857142855,0.7239583333333334,1.0,vim,0.5,1,0.2109375,medium,0.5443345129489899
421,191,0.45368171021377673,0.5463182897862233,230,0.42857142857142855,0.54339599609375,0.46986607142857145,0.7239583333333334,1.0,vim,0.5,1,0.21316964285714285,medium,0.5543837070465087
430,192,0.44651162790697674,0.5534883720930233,238,0.42857142857142855,0.54339599609375,0.4799107142857143,0.7239583333333334,1.0,vim,0.5,1,0.21428571428571427,medium,0.5596366286277771
439,195,0.44419134396355353,0.5558086560364465,244,0.42857142857142855,0.54339599609375,0.48995535714285715,0.7239583333333334,1.0,vim,0.5,1,0.21763392857142858,medium,0.5667899250984192
448,198,0.4419642857142857,0.5580357142857143,250,0.42857142857142855,0.54339599609375,0.5,0.7239583333333334,1.0,vim,0.5,1,0.22098214285714285,medium,0.5749754309654236
457,200,0.437636761487965,0.562363238512035,257,0.42857142857142855,0.54339599609375,0.5100446428571429,0.7239583333333334,1.0,vim,0.5,1,0.22321428571428573,medium,0.5844333469867706
466,203,0.4356223175965665,0.5643776824034334,263,0.42857142857142855,0.54339599609375,0.5200892857142857,0.7239583333333334,1.0,vim,0.5,1,0.2265625,medium,0.5891621351242066
475,205,0.43157894736842106,0.5684210526315789,270,0.42857142857142855,0.54339599609375,0.5301339285714286,0.7239583333333334,1.0,vim,0.5,1,0.22879464285714285,medium,0.593100655078888
484,209,0.4318181818181818,0.5681818181818182,275,0.42857142857142855,0.54339599609375,0.5401785714285714,0.7239583333333334,1.0,vim,0.5,1,0.23325892857142858,medium,0.6017562210559845
493,212,0.4300202839756592,0.5699797160243407,281,0.42857142857142855,0.54339599609375,0.5502232142857143,0.7239583333333334,1.0,vim,0.5,1,0.23660714285714285,medium,0.6062670946121216
502,213,0.4243027888446215,0.5756972111553785,289,0.42857142857142855,0.54339599609375,0.5602678571428571,0.7239583333333334,1.0,vim,0.5,1,0.23772321428571427,medium,0.6111245393753052
511,216,0.4227005870841487,0.5772994129158513,295,0.42857142857142855,0.54339599609375,0.5703125,0.7239583333333334,1.0,vim,0.5,1,0.24107142857142858,medium,0.6176604896783828
520,218,0.41923076923076924,0.5807692307692308,302,0.42857142857142855,0.54339599609375,0.5803571428571429,0.7239583333333334,1.0,vim,0.5,1,0.24330357142857142,medium,0.6223086178302765
529,220,0.4158790170132325,0.5841209829867675,309,0.42857142857142855,0.54339599609375,0.5904017857142857,0.7239583333333334,1.0,vim,0.5,1,0.24553571428571427,medium,0.6265252709388733
538,224,0.4163568773234201,0.5836431226765799,314,0.42857142857142855,0.54339599609375,0.6004464285714286,0.7239583333333334,1.0,vim,0.5,1,0.25,medium,0.6323829889297485
546,230,0.42124542124542125,0.5787545787545788,316,0.42857142857142855,0.54339599609375,0.609375,0.7239583333333334,1.0,vim,0.5,1,0.25669642857142855,medium,0.6395435452461242
555,231,0.41621621621621624,0.5837837837837838,324,0.42857142857142855,0.54339599609375,0.6194196428571429,0.7239583333333334,1.0,vim,0.5,1,0.2578125,medium,0.6441072702407836
564,234,0.4148936170212766,0.5851063829787234,330,0.42857142857142855,0.54339599609375,0.6294642857142857,0.7239583333333334,1.0,vim,0.5,1,0.2611607142857143,medium,0.649338886141777
573,236,0.4118673647469459,0.5881326352530541,337,0.42857142857142855,0.54339599609375,0.6395089285714286,0.7239583333333334,1.0,vim,0.5,1,0.26339285714285715,medium,0.6531275510787964
