accepted,accepted_correct,accepted_open_outage,accepted_precision,accepted_unsafe,accuracy,decision_accept,decision_fallback,decision_refine,decision_semantic-HARQ,known_id_accuracy,known_id_count,open_exposure_count,rate_accept,rate_fallback,rate_refine,rate_semantic-HARQ,run,samples
5,2,0.6,0.4,3,0.044879518072289154,5,1150,600,1565,0.328125,384,2936,0.0015060240963855422,0.3463855421686747,0.18072289156626506,0.4713855421686747,full-open_dinov3_torch_mlp_conf80_login_seed0_login_20260617204446,3320
4,2,0.5,0.5,2,0.04578313253012048,4,1162,585,1569,0.3359375,384,2936,0.0012048192771084338,0.35,0.17620481927710843,0.47259036144578315,full-open_dinov3_torch_mlp_conf80_login_seed1_login_20260617204446,3320
1,1,0.0,1.0,0,0.04126506024096385,1,1127,568,1624,0.296875,384,2936,0.00030120481927710846,0.3394578313253012,0.1710843373493976,0.4891566265060241,full-open_dinov3_torch_mlp_conf80_login_seed2_login_20260617204446,3320
