coverage,goodput_proxy,run,selected,selected_open,selected_open_outage,selected_precision,threshold
0.00030120481927710846,0.0,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1,1,1.0,0.0,0.15467191169435374
0.010240963855421687,0.0024096385542168677,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,34,12,0.7647058823529411,0.23529411764705882,0.41380309791483405
0.020180722891566263,0.005421686746987952,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,67,19,0.7313432835820896,0.26865671641791045,0.4311000173237648
0.030120481927710843,0.007228915662650603,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,100,28,0.76,0.24,0.44410387604193546
0.04006024096385542,0.009036144578313253,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,133,39,0.7744360902255639,0.22556390977443608,0.4534935065508317
0.05,0.011746987951807229,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,166,50,0.7650602409638554,0.23493975903614459,0.45978589729514124
0.060240963855421686,0.014156626506024096,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,200,58,0.765,0.235,0.4660064689351843
0.07018072289156627,0.014759036144578313,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,233,76,0.7896995708154506,0.21030042918454936,0.4734665092250555
0.08012048192771085,0.01716867469879518,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,266,88,0.7857142857142857,0.21428571428571427,0.479867287561562
0.09006024096385543,0.017771084337349398,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,299,103,0.802675585284281,0.19732441471571907,0.4857951986220571
0.1,0.018373493975903616,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,332,126,0.8162650602409639,0.18373493975903615,0.48995957348479063
0.11024096385542169,0.01897590361445783,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,366,148,0.8278688524590164,0.1721311475409836,0.49430042083087183
0.12018072289156627,0.02078313253012048,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,399,163,0.8295739348370927,0.17293233082706766,0.4974275516390716
0.13012048192771083,0.021686746987951807,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,432,185,0.8356481481481481,0.16666666666666666,0.5018924347510079
0.14006024096385541,0.022289156626506025,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,465,212,0.8451612903225807,0.15913978494623657,0.5049227061788645
0.15,0.023493975903614458,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,498,235,0.8473895582329317,0.1566265060240964,0.5074604506304561
0.1602409638554217,0.024397590361445783,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,532,264,0.8533834586466166,0.15225563909774437,0.5102301385209019
0.17018072289156627,0.02530120481927711,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,565,292,0.8584070796460177,0.1486725663716814,0.5127417291844114
0.18012048192771085,0.02710843373493976,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,598,314,0.8561872909698997,0.1505016722408027,0.5152261038545298
0.19006024096385543,0.027409638554216867,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,631,343,0.8621236133122029,0.14421553090332806,0.5180870507418722
0.2,0.027409638554216867,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,664,371,0.8689759036144579,0.13704819277108435,0.5205381179378469
0.2099397590361446,0.027710843373493974,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,697,401,0.8737446197991392,0.13199426111908177,0.5220003102914681
0.22018072289156626,0.027710843373493974,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,731,430,0.8796169630642955,0.12585499316005472,0.5243103043020451
0.23012048192771084,0.028012048192771085,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,764,457,0.8848167539267016,0.12172774869109948,0.5265968377788068
0.24006024096385542,0.029518072289156625,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,797,484,0.8858218318695107,0.12296110414052698,0.5284106122486392
0.25,0.03072289156626506,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,830,512,0.8867469879518072,0.12289156626506025,0.5310235342583258
0.2599397590361446,0.03132530120481928,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,863,541,0.8899188876013905,0.1205098493626883,0.532907620515562
0.27018072289156625,0.03162650602409638,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,897,570,0.8929765886287625,0.11705685618729098,0.5350297556379425
0.28012048192771083,0.031927710843373494,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,930,602,0.8956989247311828,0.11397849462365592,0.5367803048854094
0.2900602409638554,0.032228915662650605,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,963,630,0.8982346832814122,0.1111111111111111,0.5383201533462679
0.3,0.033433734939759034,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,996,656,0.8985943775100401,0.11144578313253012,0.5399132486764492
0.30993975903614457,0.033734939759036145,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1029,687,0.9008746355685131,0.10884353741496598,0.5415433929175965
0.32018072289156624,0.03433734939759036,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1063,718,0.90310442144873,0.10724365004703669,0.5435590141677796
0.3301204819277108,0.03463855421686747,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1096,748,0.9051094890510949,0.10492700729927007,0.5455143138347758
0.3400602409638554,0.035542168674698796,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1129,778,0.9061116031886626,0.10451727192205491,0.5477100564024493
0.35,0.03614457831325301,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1162,808,0.9079173838209983,0.10327022375215146,0.549345221681863
0.35993975903614456,0.03644578313253012,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1195,838,0.9096234309623431,0.10125523012552301,0.5504596645398198
0.3701807228915663,0.03674698795180723,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1229,870,0.9113100081366965,0.09926769731489016,0.5524013442717393
0.38012048192771086,0.03674698795180723,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1262,902,0.9136291600633915,0.09667194928684628,0.5542566562026457
0.39006024096385544,0.03734939759036145,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1295,932,0.915057915057915,0.09575289575289575,0.5557928449131504
0.4,0.03734939759036145,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1328,965,0.9171686746987951,0.09337349397590361,0.557813424708947
0.4099397590361446,0.03795180722891566,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1361,995,0.9177075679647319,0.09257898603967671,0.5593171378240037
0.4198795180722892,0.03795180722891566,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1394,1025,0.9196556671449068,0.09038737446197992,0.5613559655241166
0.43012048192771085,0.03795180722891566,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1428,1059,0.9215686274509803,0.08823529411764706,0.5628425869019053
0.44006024096385543,0.03825301204819277,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1461,1090,0.9226557152635181,0.08692676249144421,0.5645067543020649
0.45,0.03885542168674699,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1494,1120,0.9230254350736279,0.08634538152610442,0.5662140363109597
0.4599397590361446,0.03885542168674699,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1527,1153,0.9246889325474787,0.08447937131630648,0.5670753529745898
0.46987951807228917,0.0391566265060241,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1560,1186,0.9262820512820513,0.08333333333333333,0.5683179239636499
0.48012048192771084,0.0391566265060241,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1594,1220,0.9278544542032622,0.08155583437892096,0.5697802541076739
0.4900602409638554,0.0394578313253012,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1627,1253,0.9293177627535341,0.08051628764597418,0.5708841400661308
0.5,0.03975903614457831,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1660,1285,0.9301204819277108,0.07951807228915662,0.5725121939243439
0.5099397590361445,0.03975903614457831,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1693,1316,0.9314825753101004,0.07796810395747195,0.5738123911278072
0.5198795180722892,0.03975903614457831,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1726,1349,0.93279258400927,0.07647740440324449,0.5751979064085708
0.5301204819277109,0.03975903614457831,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1760,1383,0.9340909090909091,0.075,0.5768578960237859
0.5400602409638554,0.04006024096385542,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1793,1416,0.9353039598438372,0.07417735638594534,0.5781194924092055
0.55,0.04006024096385542,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1826,1449,0.9364731653888281,0.0728368017524644,0.5792663490373134
0.5599397590361446,0.04006024096385542,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1859,1482,0.9376008606777838,0.07154384077461,0.5807297167165822
0.5698795180722892,0.04006024096385542,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1892,1515,0.9386892177589852,0.07029598308668077,0.5823030997472508
0.5801204819277108,0.04006024096385542,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1926,1548,0.9397715472481828,0.06905503634475597,0.5838225876998759
0.5900602409638555,0.04006024096385542,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1959,1581,0.9407861153649821,0.06789178152118427,0.5854852295122323
0.6,0.04036144578313253,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,1992,1613,0.9417670682730924,0.06726907630522089,0.5870299316710783
0.6099397590361446,0.04036144578313253,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2025,1646,0.942716049382716,0.06617283950617284,0.5886566278211369
0.6198795180722891,0.04036144578313253,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2058,1677,0.9436345966958212,0.06511175898931001,0.5903528154014193
0.6298192771084338,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2091,1710,0.9445241511238642,0.06456241032998565,0.5918826525601161
0.6400602409638554,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2125,1743,0.9454117647058824,0.06352941176470588,0.5932904076346781
0.65,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2158,1776,0.9462465245597775,0.06255792400370713,0.5948059412837216
0.6599397590361445,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2191,1809,0.9470561387494295,0.061615700593336376,0.5958718515276051
0.6698795180722892,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2224,1842,0.947841726618705,0.06070143884892086,0.5973636063381949
0.6798192771084337,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2257,1875,0.948604342046965,0.05981391227292867,0.5988806304831608
0.6900602409638554,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2291,1909,0.9493670886075949,0.05892623308598865,0.6006332353561544
0.7,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2324,1942,0.9500860585197934,0.058089500860585196,0.6024485846402036
0.7099397590361446,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2357,1975,0.9507848960543063,0.057276198557488334,0.6037958034574057
0.7198795180722891,0.04066265060240964,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2390,2008,0.9514644351464435,0.056485355648535567,0.6050829366278953
0.7298192771084338,0.04096385542168675,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2423,2041,0.952125464300454,0.056128765992571196,0.607074207884531
0.7400602409638555,0.04096385542168675,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2457,2074,0.9527879527879528,0.055352055352055354,0.6083645445997121
0.75,0.04096385542168675,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2490,2107,0.9534136546184739,0.05461847389558233,0.6100466904256102
0.7599397590361445,0.04096385542168675,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2523,2140,0.9540229885057471,0.053904082441537854,0.6111693531986472
0.7698795180722892,0.04096385542168675,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2556,2173,0.9546165884194053,0.053208137715179966,0.6133498176168675
0.7798192771084337,0.04096385542168675,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2589,2206,0.95519505600618,0.05252993433758208,0.6152067714287572
0.7900602409638554,0.04096385542168675,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2623,2240,0.9557758292032025,0.05184902783072817,0.6173276069050317
0.8,0.04126506024096385,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2656,2273,0.9563253012048193,0.05158132530120482,0.6196819623492728
0.8099397590361446,0.04156626506024096,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2689,2306,0.9568612867236891,0.051320193380438826,0.6217267136638588
0.8198795180722892,0.041867469879518074,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2722,2339,0.9573842762674504,0.05106539309331374,0.6240380592179964
0.8298192771084337,0.041867469879518074,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2755,2372,0.9578947368421052,0.05045372050816697,0.6258290250837761
0.8397590361445784,0.041867469879518074,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2788,2405,0.9583931133428981,0.04985652797704448,0.6285061590747575
0.85,0.041867469879518074,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2822,2439,0.9588944011339475,0.049255846917080084,0.6304826594078934
0.8599397590361446,0.041867469879518074,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,2855,2472,0.9593695271453591,0.04868651488616462,0.6330080603837388
