accuracy,adaptation_harm_rate,auroc_ood,calibration_samples,certified_accept_rate,coverage,dataset_manifest,decision_fallback,decision_refine,decision_semantic-HARQ,evaluated_samples,fpr95,name,open_semantic_outage,open_semantic_risk,open_set_f1,prediction_set_size,regime,risk_latency_product,risk_per_joule,samples,seed,semantic_goodput,semantic_outage,users
0.031626506024096335,0.0,0.7018273515554042,1280,0.0,0.03162650602409638,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_dinov3_mixed_open_calibration.csv,1106,1020,1194,3320,0.7682291666666666,full-open_dinov3_unknown_noconformal_login_seed0_login_20260617203514,0.0,1.042464399569098,0.6827676240208878,1.0,full-open,4.441463533706293,9.486003908904847e-05,20000,0,0.0,0.9683734939759037,4
0.03554216867469884,0.0,0.6976079984105359,1280,0.0,0.035542168674698796,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_dinov3_mixed_open_calibration.csv,1152,1091,1077,3320,0.765625,full-open_dinov3_unknown_noconformal_login_seed1_login_20260617203514,0.0,1.0322833518579253,0.6771105308964317,1.0,full-open,4.388447960277939,9.457041380220103e-05,20000,1,0.0,0.9644578313253012,4
0.031325301204819245,0.0,0.7198418696071753,1280,0.0,0.03132530120481928,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_dinov3_mixed_open_calibration.csv,1183,1008,1129,3320,0.7421875,full-open_dinov3_unknown_noconformal_login_seed2_login_20260617203514,0.0,1.0468825557323755,0.6936466492602263,1.0,full-open,4.427808689034342,9.599583290379859e-05,20000,2,0.0,0.9686746987951808,4
