coverage,goodput_proxy,run,selected,selected_open,selected_open_outage,selected_precision,threshold
0.00023020257826887662,0.0,full-open_dinov3_vitb16_repetition_seed0_605143,1,0,1.0,0.0,0.2769636730094712
0.010128913443830571,0.0020718232044198894,full-open_dinov3_vitb16_repetition_seed0_605143,44,12,0.7954545454545454,0.20454545454545456,0.2994966002802998
0.020027624309392266,0.004373848987108656,full-open_dinov3_vitb16_repetition_seed0_605143,87,23,0.7816091954022989,0.21839080459770116,0.31381162980918087
0.030156537753222835,0.006215469613259668,full-open_dinov3_vitb16_repetition_seed0_605143,131,40,0.7938931297709924,0.20610687022900764,0.32845766424993134
0.04005524861878453,0.006906077348066298,full-open_dinov3_vitb16_repetition_seed0_605143,174,59,0.8275862068965517,0.1724137931034483,0.3445416220834739
0.0501841620626151,0.007826887661141806,full-open_dinov3_vitb16_repetition_seed0_605143,218,78,0.8440366972477065,0.1559633027522936,0.3539330769823632
0.060082872928176795,0.008977900552486187,full-open_dinov3_vitb16_repetition_seed0_605143,261,100,0.8505747126436781,0.14942528735632185,0.3639604366075615
0.07021178637200737,0.010589318600368325,full-open_dinov3_vitb16_repetition_seed0_605143,305,116,0.8491803278688524,0.15081967213114755,0.3759098522469786
0.08011049723756906,0.011279926335174955,full-open_dinov3_vitb16_repetition_seed0_605143,348,133,0.8591954022988506,0.14080459770114942,0.3854007836074955
0.09000920810313076,0.012430939226519336,full-open_dinov3_vitb16_repetition_seed0_605143,391,153,0.8618925831202046,0.13810741687979539,0.39605487555018587
0.10013812154696132,0.013121546961325966,full-open_dinov3_vitb16_repetition_seed0_605143,435,173,0.8689655172413793,0.1310344827586207,0.4056846610101053
0.11003683241252302,0.01358195211786372,full-open_dinov3_vitb16_repetition_seed0_605143,478,196,0.8765690376569037,0.12343096234309624,0.415526227056728
0.12016574585635359,0.015423572744014733,full-open_dinov3_vitb16_repetition_seed0_605143,522,212,0.8716475095785441,0.12835249042145594,0.42387823291231
0.13006445672191527,0.01680478821362799,full-open_dinov3_vitb16_repetition_seed0_605143,565,228,0.8707964601769912,0.12920353982300886,0.43230683954501875
0.14019337016574585,0.017955801104972375,full-open_dinov3_vitb16_repetition_seed0_605143,609,244,0.8719211822660099,0.12807881773399016,0.44110970086546464
0.15009208103130756,0.018646408839779006,full-open_dinov3_vitb16_repetition_seed0_605143,652,268,0.8757668711656442,0.12423312883435583,0.5291667888983801
0.15999079189686924,0.018646408839779006,full-open_dinov3_vitb16_repetition_seed0_605143,695,311,0.883453237410072,0.11654676258992806,0.5333532805666067
0.1701197053406998,0.018876611418047883,full-open_dinov3_vitb16_repetition_seed0_605143,739,355,0.8903924221921515,0.11096075778078485,0.5383622572457791
0.18001841620626152,0.018876611418047883,full-open_dinov3_vitb16_repetition_seed0_605143,782,398,0.8964194373401535,0.10485933503836317,0.5422946295325374
0.19014732965009207,0.018876611418047883,full-open_dinov3_vitb16_repetition_seed0_605143,826,442,0.9019370460048426,0.09927360774818401,0.5467367285871165
0.20004604051565378,0.018876611418047883,full-open_dinov3_vitb16_repetition_seed0_605143,869,485,0.906789413118527,0.09436133486766399,0.5501030410866806
0.21017495395948435,0.01910681399631676,full-open_dinov3_vitb16_repetition_seed0_605143,913,529,0.9112814895947426,0.09090909090909091,0.5533459577782054
0.22007366482504603,0.01910681399631676,full-open_dinov3_vitb16_repetition_seed0_605143,956,572,0.9152719665271967,0.08682008368200837,0.5561968993894824
0.22997237569060774,0.01910681399631676,full-open_dinov3_vitb16_repetition_seed0_605143,999,615,0.918918918918919,0.08308308308308308,0.5595537237284113
0.24010128913443832,0.01910681399631676,full-open_dinov3_vitb16_repetition_seed0_605143,1043,659,0.9223394055608821,0.07957813998082454,0.5627233970850388
0.25,0.01910681399631676,full-open_dinov3_vitb16_repetition_seed0_605143,1086,702,0.925414364640884,0.07642725598526703,0.5663850692894726
