accuracy,adaptation_harm_rate,auroc_ood,calibration_samples,certified_accept_rate,coverage,dataset_manifest,decision_accept,decision_fallback,decision_refine,decision_semantic-HARQ,evaluated_samples,fpr95,name,open_semantic_outage,open_semantic_risk,open_set_f1,prediction_set_size,regime,risk_latency_product,risk_per_joule,samples,seed,semantic_goodput,semantic_outage,users
0.9296875,0.13043478260869565,0.5,384,0.0,0.8932291666666666,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,257,34,38,55,384,1.0,channel-open_dinov3_vitb16_strict_seed0_605112,0.0,0.1990463917190255,0.0,0.9114583333333334,channel-open,0.476985650155849,0.0002721815830972578,20000,0,0.23796296296296296,0.0703125,4
0.9427083333333334,0.13043478260869565,0.5,384,0.0,0.8828125,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,243,42,25,74,384,1.0,channel-open_dinov3_vitb16_strict_seed1_605112,0.0,0.23184893201612145,0.0,0.890625,channel-open,0.5586110205763389,0.0003148837865219617,20000,1,0.223963133640553,0.057291666666666664,4
0.9140625,0.0,0.5,384,0.0,0.8463541666666666,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,253,51,28,52,384,1.0,channel-open_dinov3_vitb16_strict_seed2_605112,0.003952569169960474,0.27332271018285187,0.0,0.8671875,channel-open,0.6471484585891857,0.0003784060780601561,20000,2,0.23485554520037277,0.0859375,4
0.09841008771929827,0.013215859030837005,0.9935661764705882,384,0.0,0.06770833333333333,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,151,3401,4,92,3648,0.026041666666666668,class-open_dinov3_vitb16_strict_seed0_605112,0.0,0.867776760309443,0.7169811320754718,0.0693530701754386,class-open,2.398137234480131,0.0001386978167550267,20000,0,0.020029181589070168,0.9015899122807017,4
0.09210526315789469,0.030837004405286344,0.9862036611519608,384,0.0,0.0712719298245614,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,164,3378,26,80,3648,0.13020833333333334,class-open_dinov3_vitb16_strict_seed1_605112,0.0,0.8538564821537074,0.7169811320754718,0.0912828947368421,class-open,2.355922981214317,0.00013663671283124985,20000,1,0.021750663129973476,0.9078947368421053,4
0.0942982456140351,0.022026431718061675,0.9915308734170751,384,0.0,0.06990131578947369,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,157,3391,8,92,3648,0.049479166666666664,class-open_dinov3_vitb16_strict_seed2_605112,0.0,0.8595635093042181,0.7169811320754718,0.07264254385964912,class-open,2.3735545654125585,0.00013740704477656414,20000,2,0.020808482438701127,0.9057017543859649,4
0.9348958333333334,0.13043478260869565,0.5,384,0.0,0.6432291666666666,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,151,137,4,92,384,1.0,closed-id_dinov3_vitb16_strict_seed0_605112,0.0,0.5151837851324326,0.0,0.6432291666666666,closed-id,1.2600536744697328,0.0007294121267626089,20000,0,0.1493570722057369,0.06510416666666667,4
0.875,0.2608695652173913,0.5,384,0.0,0.6770833333333334,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,164,124,18,78,384,1.0,closed-id_dinov3_vitb16_strict_seed1_605112,0.0,0.458668109742034,0.0,0.6770833333333334,closed-id,1.1062979251121587,0.0006558960528271591,20000,1,0.16237623762376238,0.125,4
0.8958333333333334,0.21739130434782608,0.5,384,0.0,0.6640625,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,157,129,8,90,384,1.0,closed-id_dinov3_vitb16_strict_seed2_605112,0.0,0.4840420638235176,0.0,0.6640625,closed-id,1.175062530979896,0.0006867793187053289,20000,2,0.15467980295566502,0.10416666666666667,4
0.024171270718231996,0.0,0.965106139520202,384,0.0,0.1171731123388582,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,6,3719,131,488,4344,0.2708333333333333,full-open_dinov3_vitb16_strict_seed0_605112,0.8333333333333334,0.829670040972606,0.7084148727984345,5.359576427255985,full-open,2.3343446534932846,0.00010829363697710144,20000,0,0.00010890873448050534,0.975828729281768,4
0.026933701657458564,0.0,0.9679779566498317,384,0.0,0.11970534069981584,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,8,3721,119,496,4344,0.21354166666666666,full-open_dinov3_vitb16_strict_seed1_605112,0.75,0.8300117174983621,0.7084148727984345,5.376381215469613,full-open,2.33607027174906,0.00010823933824947166,20000,1,0.0002175805047867711,0.9730662983425414,4
0.023480662983425438,0.0,0.9664115109427609,384,0.0,0.11970534069981584,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,4,3725,104,511,4344,0.2786458333333333,full-open_dinov3_vitb16_strict_seed2_605112,1.0,0.8286032125961464,0.7084148727984345,5.44866482504604,full-open,2.330961551235468,0.00010802748427000348,20000,2,0.0,0.9765193370165746,4
0.9244791666666666,0.043478260869565216,0.5,384,0.0,0.6927083333333334,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,157,118,6,103,384,1.0,resource-open_dinov3_vitb16_strict_seed0_605112,0.0,0.45385387925924664,0.0,0.6927083333333334,resource-open,1.1230519689378469,0.0006300900725520545,20000,0,0.15272373540856032,0.07552083333333333,4
0.8854166666666666,0.2608695652173913,0.5,384,0.0,0.7265625,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,177,105,13,89,384,1.0,resource-open_dinov3_vitb16_strict_seed1_605112,0.0,0.41603796559403144,0.0,0.7265625,resource-open,1.0186429563841295,0.0005791980587415144,20000,1,0.17117988394584138,0.11458333333333333,4
0.9088541666666666,0.08695652173913043,0.5,384,0.0,0.7135416666666666,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,170,110,8,96,384,1.0,resource-open_dinov3_vitb16_strict_seed2_605112,0.0,0.42401827244784984,0.0,0.7135416666666666,resource-open,1.0304527391883616,0.0005931984785224513,20000,2,0.1644100580270793,0.09114583333333333,4
0.38224181360201515,0.1111111111111111,1.0,384,0.0,0.15554156171284636,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,151,1341,4,92,1588,0.0,source-open_dinov3_vitb16_strict_seed0_605112,0.0,0.7258526623607825,0.7947947947947948,0.15554156171284636,source-open,1.9702237505289708,0.0002636492181035168,20000,0,0.0441649605147704,0.6177581863979849,4
0.5201511335012594,0.21212121212121213,1.0,384,0.0,0.16498740554156172,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,164,1328,18,78,1588,0.0,source-open_dinov3_vitb16_strict_seed1_605112,0.0,0.7005310378327898,0.7947947947947948,0.1668765743073048,source-open,1.8957569785785366,0.0002551003378729103,20000,1,0.04798127559976594,0.47984886649874053,4
0.41435768261964734,0.1414141414141414,1.0,384,0.0,0.1605793450881612,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,157,1333,8,90,1588,0.0,source-open_dinov3_vitb16_strict_seed2_605112,0.0,0.7111755640118206,0.7947947947947948,0.1618387909319899,source-open,1.9272499509877554,0.0002584589199054478,20000,2,0.04586619924043237,0.5856423173803527,4
0.3046218487394958,0.1348314606741573,1.0,384,0.0,0.17296918767507002,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_facebook__dinov3-vitb16-pretrain-lvd1689m.csv,151,1181,4,92,1428,0.0,task-open_dinov3_vitb16_strict_seed0_605112,0.0,0.7031910638499109,0.8122866894197952,0.17366946778711484,task-open,1.9019644012702812,0.0002834190737374202,20000,0,0.04872539528880284,0.6953781512605042,4
