accuracy,adaptation_harm_rate,auroc_ood,calibration_samples,certified_accept_rate,coverage,dataset_manifest,decision_accept,decision_fallback,decision_refine,decision_semantic-HARQ,evaluated_samples,fpr95,name,open_semantic_outage,open_semantic_risk,open_set_f1,prediction_set_size,regime,risk_latency_product,risk_per_joule,samples,seed,semantic_goodput,semantic_outage,users
0.04487951807228918,0.07729468599033816,0.7946256244323342,1280,0.0,0.1352409638554217,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_dinov3_mixed_open_calibration.csv,5,1150,600,1565,3320,0.6119791666666666,full-open_dinov3_torch_mlp_fullopen_login_seed0_login_20260617204058,0.6,0.8387250499549832,0.6945169712793734,4.540361445783133,full-open,3.795483479073394,7.219807609150239e-05,20000,0,8.130081300813008e-05,0.9551204819277108,4
0.04578313253012045,0.033816425120772944,0.7984715599455041,1280,0.0,0.14036144578313253,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_dinov3_mixed_open_calibration.csv,4,1162,585,1569,3320,0.6484375,full-open_dinov3_torch_mlp_fullopen_login_seed1_login_20260617204058,0.5,0.8253337439508467,0.6945169712793734,4.6930722891566266,full-open,3.7346351913775817,7.103922740151892e-05,20000,1,8.125126955108673e-05,0.9542168674698795,4
0.04126506024096388,0.19806763285024154,0.8069022834355132,1280,0.0,0.13373493975903614,/scratch/nickyun/new_study/opensemcom/manifests/opensemcom_real_dinov3_mixed_open_calibration.csv,1,1127,568,1624,3320,0.6145833333333334,full-open_dinov3_torch_mlp_fullopen_login_seed2_login_20260617204058,0.0,0.8406447399178455,0.7001740644038295,4.721385542168675,full-open,3.791510342027054,7.234775505984298e-05,20000,2,4.034047359716003e-05,0.9587349397590361,4
