accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,coverage,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,target_openout,threshold
387,381,0.9844961240310077,0.015503875968992248,6,0.6,0.9972432454427084,0.6046875,0.0026041666666666665,1.0,opensemcom,0.25,0,0.5953125,mild,openout<=0.05,0.05260798022150998
393,383,0.9745547073791349,0.02544529262086514,10,0.6,0.9972432454427084,0.6140625,0.0026041666666666665,1.0,opensemcom,0.25,0,0.5984375,mild,openout<=0.10,0.7224493193626385
314,312,0.9936305732484076,0.006369426751592357,2,0.6,0.98846435546875,0.490625,0.033854166666666664,1.0,msp,0.25,0,0.4875,mild,openout<=0.05,0.0013429586433879657
377,369,0.9787798408488063,0.021220159151193633,8,0.6,0.98846435546875,0.5890625,0.033854166666666664,1.0,msp,0.25,0,0.5765625,mild,openout<=0.10,0.005260448759803136
296,294,0.9932432432432432,0.006756756756756757,2,0.6,0.988861083984375,0.4625,0.033854166666666664,1.0,energy,0.25,0,0.459375,mild,openout<=0.05,0.005773521715786958
387,373,0.9638242894056848,0.03617571059431524,14,0.6,0.988861083984375,0.6046875,0.033854166666666664,1.0,energy,0.25,0,0.5828125,mild,openout<=0.10,0.0348968060921561
233,233,1.0,0.0,0,0.6,0.977691650390625,0.3640625,0.21354166666666666,1.0,mahalanobis,0.25,0,0.3640625,mild,openout<=0.05,0.3144696479027981
243,242,0.9958847736625515,0.00411522633744856,1,0.6,0.977691650390625,0.3796875,0.21354166666666666,1.0,mahalanobis,0.25,0,0.378125,mild,openout<=0.10,0.3553754930340675
156,156,1.0,0.0,0,0.6,0.9901529947916666,0.24375,0.0,1.0,openmax,0.25,0,0.24375,mild,openout<=0.05,0.0956542247184258
205,205,1.0,0.0,0,0.6,0.9901529947916666,0.3203125,0.0,1.0,openmax,0.25,0,0.3203125,mild,openout<=0.10,0.12316458687138732
0,0,0.0,0.0,0,0.6,0.5030161539713541,0.0,0.921875,1.0,vim,0.25,0,0.0,mild,openout<=0.05,-9.999999974752427e-07
0,0,0.0,0.0,0,0.6,0.5030161539713541,0.0,0.921875,1.0,vim,0.25,0,0.0,mild,openout<=0.10,-9.999999974752427e-07
392,384,0.9795918367346939,0.02040816326530612,8,0.6,0.999908447265625,0.6125,0.0,1.0,one_vs_rest,0.25,0,0.6,mild,openout<=0.05,0.8691489951898196
395,384,0.9721518987341772,0.027848101265822784,11,0.6,0.999908447265625,0.6171875,0.0,1.0,one_vs_rest,0.25,0,0.6,mild,openout<=0.10,0.9546232990973094
390,381,0.9769230769230769,0.023076923076923078,9,0.42857142857142855,0.9977213541666666,0.43526785714285715,0.0026041666666666665,1.0,opensemcom,0.5,0,0.4252232142857143,medium,openout<=0.05,0.05260798022150998
408,383,0.9387254901960784,0.061274509803921566,25,0.42857142857142855,0.9977213541666666,0.45535714285714285,0.0026041666666666665,1.0,opensemcom,0.5,0,0.42745535714285715,medium,openout<=0.10,0.7224493193626385
324,312,0.9629629629629629,0.037037037037037035,12,0.42857142857142855,0.9841054280598959,0.36160714285714285,0.033854166666666664,1.0,msp,0.5,0,0.3482142857142857,medium,openout<=0.05,0.0013429586433879657
393,369,0.9389312977099237,0.061068702290076333,24,0.42857142857142855,0.9841054280598959,0.43861607142857145,0.033854166666666664,1.0,msp,0.5,0,0.41183035714285715,medium,openout<=0.10,0.005260448759803136
306,294,0.9607843137254902,0.0392156862745098,12,0.42857142857142855,0.9844919840494791,0.34151785714285715,0.036458333333333336,1.0,energy,0.5,0,0.328125,medium,openout<=0.05,0.005773521715786958
401,373,0.9301745635910225,0.06982543640897755,28,0.42857142857142855,0.9844919840494791,0.44754464285714285,0.036458333333333336,1.0,energy,0.5,0,0.41629464285714285,medium,openout<=0.10,0.0348968060921561
277,268,0.9675090252707581,0.032490974729241874,9,0.42857142857142855,0.9790242513020834,0.3091517857142857,0.19791666666666666,1.0,mahalanobis,0.5,0,0.29910714285714285,medium,openout<=0.05,0.3144696479027981
