accepted_samples,accuracy,adaptation_harm_rate,auroc_ood,avg_bandwidth,avg_compute,avg_energy,avg_harq_full_payload_rounds,avg_harq_refinement_rounds,avg_harq_transmissions,avg_latency,avg_power,avg_repetitions,avg_resource_cost,bandwidth_per_accepted,bandwidth_per_correct_accepted,calibration_samples,certified_accept_rate,correct_accepted_samples,coverage,dataset_manifest,decision_accept,decision_reject/open,evaluated_samples,fpr95,goodput_per_bandwidth,goodput_per_resource_cost,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,harq_refined_sample_rate,name,open_semantic_outage,open_semantic_risk,open_set_f1,prediction_set_size,regime,resource_cost_per_correct_accepted,risk_latency_product,risk_per_joule,samples,seed,semantic_goodput,semantic_outage,total_bandwidth,total_compute,total_energy,total_harq_full_payload_rounds,total_harq_refinement_rounds,total_harq_transmissions,total_latency,total_power,total_repetitions,total_resource_cost,users
4.0,0.8515625,0.0,0.5,1.3223958333333259,1.5585937500000007,5.967578124999992,1.5390625,2.3619791666666665,3.3619791666666665,6.284375000000001,1.5904947916666667,3.75,3.346282552083334,126.94999999999929,126.94999999999929,640,0.0,4.0,0.7213541666666666,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/manifests/opensemcom_real_clip.csv,4,380,384,1.0,0.007877116975187125,0.003112907085560196,0.7890625,0.7291666666666666,0.8229166666666666,channel-open_clip_full_16629838,0.0,0.535484247725211,0.0,0.7395833333333334,channel-open,321.2431250000001,3.365183819298123,0.00023367774987463144,20000,0,0.0010327911179963851,0.1484375,507.79999999999717,598.5000000000002,2291.549999999997,591.0,907.0,1291.0,2413.2000000000003,610.75,1440.0,1284.9725000000003,4
0.0,0.09539473684210531,0.02643171806167401,0.9849175347222222,1.3999999999999795,1.6709155701754832,2.9055646929824985,1.709155701754386,0.7091557017543859,1.709155701754386,3.0764802631578223,1.6772889254385965,1.709155701754386,2.146368558114035,0.0,0.0,640,0.0,0.0,0.07922149122807018,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/manifests/opensemcom_real_clip.csv,,3648,3648,0.1328125,0.0,0.0,1.0,0.21107456140350878,0.26726973684210525,class-open_clip_full_16629838,0.0,0.8634647414145592,0.7169811320754718,0.21107456140350878,class-open,0.0,2.656432234894564,8.14627804532805e-05,20000,0,0.0,0.9046052631578947,5107.199999999925,6095.500000000163,10599.500000000155,6235.0,2587.0,6235.0,11222.999999999736,6118.75,6235.0,7829.952499999999,4
0.0,0.90625,0.2608695652173913,0.5,1.39999999999999,1.8315104166666585,5.635677083333324,3.3151041666666665,2.3151041666666665,3.3151041666666665,5.967187500000004,2.0787760416666665,3.3151041666666665,3.394993489583334,0.0,0.0,640,0.0,0.0,0.7526041666666666,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/manifests/opensemcom_real_clip.csv,,384,384,1.0,0.0,0.0,1.0,0.7578125,0.7890625,closed-id_clip_full_16629838,0.0,0.5468194704573287,0.0,0.7578125,closed-id,0.0,3.2629743088695933,0.0002526775428387457,20000,0,0.0,0.09375,537.5999999999962,703.2999999999969,2164.0999999999963,1273.0,889.0,1273.0,2291.4000000000015,798.25,1273.0,1303.6775000000002,4
0.0,0.03415369161225512,0.0,0.9641156255790254,1.3007031642390516,1.5104972375690295,5.589213962832447,1.2875439477649422,2.097940733299849,3.097940733299849,5.874183827222824,1.5244851833249624,3.5944249121044702,3.1605160723254646,0.0,0.0,640,0.0,0.0,0.1401305876443998,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/manifests/opensemcom_real_clip.csv,,3982,3982,0.2526041666666667,0.0,0.0,0.6931190356604722,0.4881968859869412,0.8103967855349071,full-open_clip_full_16629838,0.0,0.9271936978252757,0.7124709250313115,5.760421898543446,full-open,0.0,5.446506224468161,4.165992464253078e-05,20000,0,0.0,0.9658463083877449,5179.399999999903,6014.799999999876,22256.249999998803,5127.0,8354.0,12336.0,23391.000000001284,6070.5,14313.0,12585.175,4
0.0,0.8958333333333334,0.391304347826087,0.5,1.39999999999999,1.852864583333323,5.998697916666663,3.5286458333333335,2.5286458333333335,3.5286458333333335,6.351562499999997,2.1321614583333335,3.5286458333333335,3.5610221354166676,0.0,0.0,640,0.0,0.0,0.796875,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/manifests/opensemcom_real_clip.csv,,384,384,1.0,0.0,0.0,1.0,0.8072916666666666,0.8854166666666666,resource-open_clip_full_16629838,0.0,0.5160177893446632,0.0,0.8072916666666666,resource-open,0.0,3.2775192401344615,0.00022401466869748798,20000,0,0.0,0.10416666666666667,537.5999999999962,711.499999999996,2303.4999999999986,1355.0,971.0,1355.0,2438.999999999999,818.75,1355.0,1367.4325000000003,4
0.0,0.34558823529411764,0.19402985074626866,0.999807646780303,1.400000000000019,1.6908088235293692,3.243749999999891,1.9080882352941178,0.9080882352941176,1.9080882352941178,3.4345588235295184,1.7270220588235294,1.9080882352941178,2.301038602941177,0.0,0.0,640,0.0,0.0,0.26746323529411764,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/manifests/opensemcom_real_clip.csv,,1088,1088,0.0,0.0,0.0,1.0,0.29044117647058826,0.3161764705882353,source-open_clip_full_16629838,0.0,0.6091981005998163,0.8717948717948718,0.3897058823529412,source-open,0.0,2.092326711692522,0.00017261648549241662,20000,0,0.0,0.6544117647058824,1523.2000000000207,1839.5999999999538,3529.1999999998816,2076.0,988.0,2076.0,3736.800000000116,1879.0,2076.0,2503.5300000000007,4
0.0,0.290407358738502,0.06315789473684211,1.0,1.4000000000000397,1.659986859395478,2.719776609723911,1.5998685939553219,0.599868593955322,1.5998685939553219,2.8797634691197147,1.6499671484888305,1.5998685939553219,2.061397831800263,0.0,0.0,640,0.0,0.0,0.2371879106438896,/lustre10/scratch/nickyun/scratch/ahmed/opensemcomm/manifests/opensemcom_real_clip.csv,,1522,1522,0.0,0.0,0.0,1.0,0.19513797634691196,0.20565045992115638,task-open_clip_full_16629838,0.0,0.6486434000033574,0.8014744602422327,0.7109067017082786,task-open,0.0,1.8679395678152753,0.00015669607440594032,20000,0,0.0,0.709592641261498,2130.80000000006,2526.4999999999177,4139.499999999793,2435.0,913.0,2435.0,4383.000000000206,2511.25,2435.0,3137.4475,4
