accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,coverage,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,target_openout,threshold
362,354,0.9779005524861878,0.022099447513812154,8,0.59375,0.9757283528645834,0.565625,0.041666666666666664,0.9895833333333334,energy,0.25,2,0.553125,mild,openout<=0.05,0.013051774778466503
381,368,0.9658792650918635,0.03412073490813648,13,0.59375,0.9757283528645834,0.5953125,0.041666666666666664,0.9895833333333334,energy,0.25,2,0.575,mild,openout<=0.10,0.026786691052020365
310,304,0.9806451612903225,0.01935483870967742,6,0.59375,0.9776102701822916,0.484375,0.15364583333333334,0.9895833333333334,mahalanobis,0.25,2,0.475,mild,openout<=0.05,0.377017038779076
332,322,0.9698795180722891,0.030120481927710843,10,0.59375,0.9776102701822916,0.51875,0.15364583333333334,0.9895833333333334,mahalanobis,0.25,2,0.503125,mild,openout<=0.10,0.40629210206523664
141,138,0.9787234042553191,0.02127659574468085,3,0.59375,0.95703125,0.2203125,0.2604166666666667,0.9895833333333334,openmax,0.25,2,0.215625,mild,openout<=0.05,0.14549886272814233
258,251,0.9728682170542635,0.027131782945736434,7,0.59375,0.95703125,0.403125,0.2604166666666667,0.9895833333333334,openmax,0.25,2,0.3921875,mild,openout<=0.10,0.2610734462356864
50,45,0.9,0.1,5,0.59375,0.4855143229166667,0.078125,0.7317708333333334,0.9895833333333334,vim,0.25,2,0.0703125,mild,openout<=0.05,0.03604270532727243
136,117,0.8602941176470589,0.13970588235294118,19,0.59375,0.4855143229166667,0.2125,0.7317708333333334,0.9895833333333334,vim,0.25,2,0.1828125,mild,openout<=0.10,0.13848035931587221
364,356,0.978021978021978,0.02197802197802198,8,0.59375,0.9838155110677084,0.56875,0.041666666666666664,0.9895833333333334,one_vs_rest,0.25,2,0.55625,mild,openout<=0.05,0.03291774528233991
389,370,0.9511568123393316,0.04884318766066838,19,0.59375,0.9838155110677084,0.6078125,0.041666666666666664,0.9895833333333334,one_vs_rest,0.25,2,0.578125,mild,openout<=0.10,0.3677954379708552
385,368,0.9558441558441558,0.04415584415584416,17,0.4263392857142857,0.9903691609700521,0.4296875,0.015625,0.9947916666666666,opensemcom,0.5,2,0.4107142857142857,medium,openout<=0.05,0.005264330906793506
406,377,0.9285714285714286,0.07142857142857142,29,0.4263392857142857,0.9903691609700521,0.453125,0.015625,0.9947916666666666,opensemcom,0.5,2,0.42075892857142855,medium,openout<=0.10,0.41244264841079664
373,357,0.9571045576407506,0.04289544235924933,16,0.42410714285714285,0.9759368896484375,0.41629464285714285,0.046875,0.9895833333333334,msp,0.5,2,0.3984375,medium,openout<=0.05,0.0031293878305852976
394,367,0.9314720812182741,0.06852791878172589,27,0.42410714285714285,0.9759368896484375,0.43973214285714285,0.046875,0.9895833333333334,msp,0.5,2,0.4095982142857143,medium,openout<=0.10,0.007406513331650772
369,354,0.959349593495935,0.04065040650406504,15,0.42410714285714285,0.9783579508463541,0.41183035714285715,0.041666666666666664,0.9895833333333334,energy,0.5,2,0.3950892857142857,medium,openout<=0.05,0.013051774778466503
392,368,0.9387755102040817,0.061224489795918366,24,0.42410714285714285,0.9783579508463541,0.4375,0.041666666666666664,0.9895833333333334,energy,0.5,2,0.4107142857142857,medium,openout<=0.10,0.026786691052020365
331,321,0.9697885196374623,0.030211480362537766,10,0.42410714285714285,0.978759765625,0.36941964285714285,0.14322916666666666,0.9895833333333334,mahalanobis,0.5,2,0.35825892857142855,medium,openout<=0.05,0.377017038779076
363,334,0.9201101928374655,0.07988980716253444,29,0.42410714285714285,0.978759765625,0.40513392857142855,0.14322916666666666,0.9895833333333334,mahalanobis,0.5,2,0.37276785714285715,medium,openout<=0.10,0.40629210206523664
152,148,0.9736842105263158,0.02631578947368421,4,0.42410714285714285,0.96014404296875,0.16964285714285715,0.23958333333333334,0.9895833333333334,openmax,0.5,2,0.16517857142857142,medium,openout<=0.05,0.14549886272814233
292,272,0.9315068493150684,0.0684931506849315,20,0.42410714285714285,0.96014404296875,0.32589285714285715,0.23958333333333334,0.9895833333333334,openmax,0.5,2,0.30357142857142855,medium,openout<=0.10,0.2610734462356864
63,59,0.9365079365079365,0.06349206349206349,4,0.42410714285714285,0.5271479288736979,0.0703125,0.6640625,0.9895833333333334,vim,0.5,2,0.06584821428571429,medium,openout<=0.05,0.03604270532727243
129,113,0.875968992248062,0.12403100775193798,16,0.42410714285714285,0.5271479288736979,0.14397321428571427,0.6640625,0.9895833333333334,vim,0.5,2,0.12611607142857142,medium,openout<=0.10,0.13848035931587221
368,356,0.967391304347826,0.03260869565217391,12,0.42410714285714285,0.98760986328125,0.4107142857142857,0.0390625,0.9895833333333334,one_vs_rest,0.5,2,0.39732142857142855,medium,openout<=0.05,0.03291774528233991
404,370,0.9158415841584159,0.08415841584158416,34,0.42410714285714285,0.98760986328125,0.45089285714285715,0.0390625,0.9895833333333334,one_vs_rest,0.5,2,0.41294642857142855,medium,openout<=0.10,0.3677954379708552
256,242,0.9453125,0.0546875,14,0.2490234375,0.9911168416341146,0.25,0.015625,0.99609375,opensemcom,0.75,2,0.236328125,hard,openout<=0.05,0.005264330906793506
284,251,0.8838028169014085,0.11619718309859155,33,0.2490234375,0.9911168416341146,0.27734375,0.015625,0.99609375,opensemcom,0.75,2,0.2451171875,hard,openout<=0.10,0.41244264841079664
255,235,0.9215686274509803,0.0784313725490196,20,0.2470703125,0.9765421549479166,0.2490234375,0.04296875,0.98828125,msp,0.75,2,0.2294921875,hard,openout<=0.05,0.0031293878305852976
272,243,0.8933823529411765,0.10661764705882353,29,0.2470703125,0.9765421549479166,0.265625,0.04296875,0.98828125,msp,0.75,2,0.2373046875,hard,openout<=0.10,0.007406513331650772
