accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,backbone,coverage,detector_control,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,target_openout,threshold
39,23,0.5897435897435898,0.41025641025641024,16,0.08984375,0.9938421347266281,dino+siglip2+openclip,0.15234375,learned_selective_risk+confirmed_fallback,0.0,1.0,opensemcom,0.91,0,0.08984375,extreme,openout<=0.10,0.725450889982162
36,18,0.5,0.5,18,0.08984375,0.9473782422093674,DINOv3,0.140625,msp,0.2608695652173913,1.0,dino_msp,0.91,0,0.0703125,extreme,openout<=0.05,0.09527400400955742
48,19,0.3958333333333333,0.6041666666666666,29,0.08984375,0.9473782422093674,DINOv3,0.1875,msp,0.2608695652173913,1.0,dino_msp,0.91,0,0.07421875,extreme,openout<=0.10,0.14224142355055583
36,19,0.5277777777777778,0.4722222222222222,17,0.08984375,0.9533495055047584,DINOv3,0.140625,energy,0.30434782608695654,1.0,dino_energy,0.91,0,0.07421875,extreme,openout<=0.05,-3.7932569988612577
45,20,0.4444444444444444,0.5555555555555556,25,0.08984375,0.9533495055047584,DINOv3,0.17578125,energy,0.30434782608695654,1.0,dino_energy,0.91,0,0.078125,extreme,openout<=0.10,-3.485711630928427
61,21,0.3442622950819672,0.6557377049180327,40,0.08984375,0.9470050382534055,DINOv3,0.23828125,mahalanobis,0.2608695652173913,1.0,dino_mahalanobis,0.91,0,0.08203125,extreme,openout<=0.05,0.21749158285021272
95,22,0.23157894736842105,0.7684210526315789,73,0.08984375,0.9470050382534055,DINOv3,0.37109375,mahalanobis,0.2608695652173913,1.0,dino_mahalanobis,0.91,0,0.0859375,extreme,openout<=0.10,0.34064948918179283
49,21,0.42857142857142855,0.5714285714285714,28,0.08984375,0.9471916402313865,DINOv3,0.19140625,vim,0.2608695652173913,1.0,dino_vim,0.91,0,0.08203125,extreme,openout<=0.05,0.17995807081460954
94,23,0.24468085106382978,0.7553191489361702,71,0.08984375,0.9471916402313865,DINOv3,0.3671875,vim,0.2608695652173913,1.0,dino_vim,0.91,0,0.08984375,extreme,openout<=0.10,0.3563981807231903
42,20,0.47619047619047616,0.5238095238095238,22,0.08984375,0.9503638738570629,DINOv3,0.1640625,react_energy,0.21739130434782608,1.0,dino_react_energy,0.91,0,0.078125,extreme,openout<=0.05,-3.2693946071350215
50,20,0.4,0.6,30,0.08984375,0.9503638738570629,DINOv3,0.1953125,react_energy,0.21739130434782608,1.0,dino_react_energy,0.91,0,0.078125,extreme,openout<=0.10,-3.116679816194701
34,18,0.5294117647058824,0.47058823529411764,16,0.08984375,0.9587609628662064,DINOv3,0.1328125,ash_energy,0.2608695652173913,1.0,dino_ash_energy,0.91,0,0.0703125,extreme,openout<=0.05,-5.489473504886013
43,20,0.46511627906976744,0.5348837209302325,23,0.08984375,0.9587609628662064,DINOv3,0.16796875,ash_energy,0.2608695652173913,1.0,dino_ash_energy,0.91,0,0.078125,extreme,openout<=0.10,-5.145845446228773
39,22,0.5641025641025641,0.4358974358974359,17,0.08984375,0.9949617465945139,DINOv3,0.15234375,one_vs_rest,0.043478260869565216,1.0,dino_one_vs_rest,0.91,0,0.0859375,extreme,openout<=0.05,0.4243312230988544
44,22,0.5,0.5,22,0.08984375,0.9949617465945139,DINOv3,0.171875,one_vs_rest,0.043478260869565216,1.0,dino_one_vs_rest,0.91,0,0.0859375,extreme,openout<=0.10,0.5773884730056633
59,21,0.3559322033898305,0.6440677966101694,38,0.08984375,0.9451390184735958,DINOv3,0.23046875,deepjscc,0.391304347826087,1.0,deepjscc_style,0.91,0,0.08203125,extreme,openout<=0.05,0.18042680501937866
85,22,0.25882352941176473,0.7411764705882353,63,0.08984375,0.9451390184735958,DINOv3,0.33203125,deepjscc,0.391304347826087,1.0,deepjscc_style,0.91,0,0.0859375,extreme,openout<=0.10,0.27118662804365157
33,22,0.6666666666666666,0.3333333333333333,11,0.08984375,0.9902966971449897,SigLIP2,0.12890625,best_ood:one_vs_rest,0.043478260869565216,1.0,siglip2_best_ood,0.91,0,0.0859375,extreme,openout<=0.05,0.29196422774120684
51,23,0.45098039215686275,0.5490196078431373,28,0.08984375,0.9902966971449897,SigLIP2,0.19921875,best_ood:one_vs_rest,0.043478260869565216,1.0,siglip2_best_ood,0.91,0,0.08984375,extreme,openout<=0.10,0.7911259767671662
28,22,0.7857142857142857,0.21428571428571427,6,0.08984375,0.9966411643963426,OpenCLIP-DFN5B,0.109375,best_ood:one_vs_rest,0.0,1.0,openclip_best_ood,0.91,0,0.0859375,extreme,openout<=0.05,0.21047103974674042
40,23,0.575,0.425,17,0.08984375,0.9966411643963426,OpenCLIP-DFN5B,0.15625,best_ood:one_vs_rest,0.0,1.0,openclip_best_ood,0.91,0,0.08984375,extreme,openout<=0.10,0.7232384794163765
