accepted,accepted_correct,accepted_open_outage,accepted_precision,accepted_unsafe,accuracy,decision_fallback,decision_refine,decision_semantic-HARQ,known_id_accuracy,known_id_count,open_exposure_count,rate_fallback,rate_refine,rate_semantic-HARQ,run,samples
0,0,0.0,0.0,0,0.04789156626506024,1856,714,750,0.3541666666666667,384,2936,0.5590361445783133,0.21506024096385543,0.22590361445783133,full-open_dinov3_torch_selective_confirm_login_seed0_login_20260617222340,3320
0,0,0.0,0.0,0,0.04578313253012048,1726,714,880,0.3307291666666667,384,2936,0.5198795180722892,0.21506024096385543,0.26506024096385544,full-open_dinov3_torch_selective_confirm_login_seed1_login_20260617222340,3320
0,0,0.0,0.0,0,0.04126506024096385,1665,973,682,0.3072916666666667,384,2936,0.5015060240963856,0.29307228915662653,0.20542168674698796,full-open_dinov3_torch_selective_confirm_login_seed2_login_20260617222340,3320
