accepted,accepted_correct,accepted_open_outage,accepted_precision,accepted_unsafe,accuracy,decision_accept,decision_fallback,decision_refine,decision_semantic-HARQ,known_id_accuracy,known_id_count,open_exposure_count,rate_accept,rate_fallback,rate_refine,rate_semantic-HARQ,run,samples
2,1,0.5,0.5,1,0.0430722891566265,2,3286,18,14,0.3020833333333333,384,2936,0.0006024096385542169,0.9897590361445783,0.005421686746987952,0.004216867469879518,full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,3320
10,3,0.7,0.3,7,0.0394578313253012,10,3265,14,31,0.2786458333333333,384,2936,0.0030120481927710845,0.983433734939759,0.004216867469879518,0.009337349397590362,full-open_dinov3_torch_power_strict_login_seed1_login_20260617205224,3320
3,2,0.3333333333333333,0.6666666666666666,1,0.03825301204819277,3,3283,10,24,0.2760416666666667,384,2936,0.0009036144578313253,0.988855421686747,0.0030120481927710845,0.007228915662650603,full-open_dinov3_torch_power_strict_login_seed2_login_20260617205224,3320
