auroc,backbone,detector_control,fpr95,known_subset_accuracy,method,samples,seed,severity
0.953125,dino+siglip2+openclip,learned_selective_risk+semantic_harq_refine,0.5416666666666666,0.375,opensemcom,64,0,mild
0.953125,dino+siglip2+openclip,semantic_harq_refine,0.5416666666666666,0.375,opensemcom_harq_refine,64,0,mild
0.90625,DINOv3,one_vs_rest,0.4583333333333333,0.875,dino_one_vs_rest,64,0,mild
