name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,accepted_samples,correct_accepted_samples,total_bandwidth,avg_bandwidth,bandwidth_per_accepted,bandwidth_per_correct_accepted,goodput_per_bandwidth,total_resource_cost,avg_resource_cost,resource_cost_per_correct_accepted,goodput_per_resource_cost,total_power,avg_power,risk_per_joule,total_energy,avg_energy,risk_latency_product,total_latency,avg_latency,total_compute,avg_compute,total_repetitions,avg_repetitions,total_harq_refinement_rounds,avg_harq_refinement_rounds,harq_refined_sample_rate,total_harq_transmissions,avg_harq_transmissions,total_harq_full_payload_rounds,avg_harq_full_payload_rounds,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_reject/open
full-open_initial_15515090,full-open,0,512,512,256,4,0.6837869039695731,0.90234375,0.0,0.09765625,0.50390625,5.34765625,0.0,0.0,0.0,600.3999999999984,1.1726562499999968,0.0,0.0,0.0,1275.8850000000002,2.4919628906250004,0.0,0.0,651.5,1.2724609375,0.0003111941491692418,2197.299999999994,4.291601562499988,3.038578054514797,2275.200000000005,4.443750000000009,656.1999999999998,1.2816406249999996,1652.0,3.2265625,558.0,1.08984375,0.56640625,1070.0,2.08984375,268.0,0.5234375,0.296875,0.21875,0.0,0.0,0.49688667496886674,0.9486301369863014,0.4663865546218487,512
