name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_clip_full_604995,full-open,0,20000,4344,640,4,2.170449247058933,0.9790515653775322,0.9748620478234212,0.02094843462246776,0.106353591160221,5.009438305709024,0.0032367569274492775,0.00024202694608030817,5.671048122460266,0.0,0.0,0.5509482849326599,0.9427083333333334,0.6516634050880625,1631,2358,227,128
