name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
class-open_full_604559,class-open,0,20000,3264,640,4,5.059500000000001,1.0,1.0,0.0,0.0,4.901348039215686,0.0,0.0009118187716263529,9.107100000000544,0.0,0.0,0.5,0.0,0.6666666666666666,3264
